File.......:  nimh1-1371-1 - AUG,07.2023

System.....:  NiMH 1 2000mAh
Potential..:  1.371V
Current....:  -26.841mA
Temperature:  -0.6 +-0.0 C
Time.......:  13:58:05 - 14:02:52
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   39
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      3.0000e+04     2.3675e-01        67.84       0.999           0.0
   2      2.2531e+04     1.8758e-01        63.56       1.000           1.9
   3      1.6922e+04     1.5070e-01        58.36       0.999           2.5
   4      1.2709e+04     1.2361e-01        52.20       0.999           3.0
   5      9.5446e+03     1.0437e-01        45.21       0.999           3.6
   6      7.1684e+03     9.1258e-02        37.80       1.000           4.1
   7      5.3837e+03     8.2727e-02        30.64       1.000           4.7
   8      4.0433e+03     7.7411e-02        24.18       1.000           5.3
   9      3.0367e+03     7.4238e-02        18.72       1.000           5.8
  10      2.2806e+03     7.2372e-02        14.23       1.000           6.4
  11      1.7128e+03     7.1341e-02        10.72       1.000           6.9
  12      1.2864e+03     7.0785e-02         7.98       1.000           7.5
  13      9.6613e+02     7.0513e-02         5.93       1.000           8.0
  14      7.2560e+02     7.0398e-02         4.32       1.000           8.6
  15      5.4495e+02     7.0373e-02         3.09       1.000           9.1
  16      4.0928e+02     7.0361e-02         1.87       1.000           9.7
  17      3.0738e+02     7.0454e-02         1.20       1.000          10.2
  18      2.3085e+02     7.0540e-02         0.61       1.000          10.8
  19      1.7338e+02     7.0686e-02         0.17       1.000          11.3
  20      1.3021e+02     7.0855e-02        -0.13       1.000          11.9
  21      9.7794e+01     7.0984e-02        -0.55       1.000          12.5
  22      7.3447e+01     7.1194e-02        -0.77       1.000          13.2
  23      5.4991e+01     7.1431e-02        -0.91       1.000          14.7
  24      4.0675e+01     7.1691e-02        -1.15       1.000          16.6
  25      2.9692e+01     7.1999e-02        -1.42       1.000          18.1
  26      2.1366e+01     7.2405e-02        -1.70       1.000          19.8
  27      1.5137e+01     7.2894e-02        -2.00       1.000          21.8
  28      1.0545e+01     7.3480e-02        -2.33       1.000          24.1
  29      7.2118e+00     7.4140e-02        -2.96       1.000          27.0
  30      4.8357e+00     7.5058e-02        -3.13       1.000          30.5
  31      3.1743e+00     7.6171e-02        -3.77       1.000          35.2
  32      2.0373e+00     7.7867e-02        -4.34       1.000          41.4
  33      1.2772e+00     8.0216e-02        -5.02       1.000          51.2
  34      7.8169e-01     8.3162e-02        -5.02       1.000          64.2
  35      4.6733e-01     8.5984e-02        -4.63       1.000          84.0
  36      2.7337e-01     8.8259e-02        -3.91       1.000         110.5
  37      1.5697e-01     8.9694e-02        -3.44       1.000         149.4
  38      8.8914e-02     9.1065e-02        -3.31       1.000         200.9
  39      5.0000e-02     9.2355e-02        -3.62       1.000         265.3

