File.......:  nimh3-0200-1 - AUG,17.2023

System.....:  NiMH3 2000mAh
Potential..:  1.305V
Current....:  -200.48mA
Temperature:  -0.6 +-0.0 C
Time.......:  14:35:01 - 14:40:28
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   55
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      3.0738e+02     7.8333e-02         0.97       0.999           0.0
   2      4.0928e+02     7.8313e-02         1.49       0.999           2.7
   3      5.4495e+02     7.8185e-02         2.61       1.000           4.3
   4      7.2560e+02     7.8212e-02         3.63       1.000           5.6
   5      9.6613e+02     7.8313e-02         4.95       1.000           6.6
   6      1.2864e+03     7.8492e-02         6.73       1.000           7.6
   7      1.7128e+03     7.8937e-02         9.03       1.000           8.6
   8      2.2806e+03     7.9765e-02        12.03       1.000           9.7
   9      3.0367e+03     8.1230e-02        15.88       1.000          10.7
  10      4.0433e+03     8.3879e-02        20.67       1.000          11.7
  11      5.3837e+03     8.8299e-02        26.48       0.999          12.7
  12      7.1684e+03     9.5514e-02        33.16       0.999          13.8
  13      9.5446e+03     1.0680e-01        40.34       0.999          14.8
  14      1.2709e+04     1.2375e-01        47.44       1.000          15.8
  15      1.6922e+04     1.4794e-01        53.98       0.999          16.8
  16      2.2531e+04     1.8110e-01        59.62       0.998          17.8
  17      3.0000e+04     2.2587e-01        64.57       0.999          18.9
  18      2.2531e+04     1.8119e-01        59.64       1.000          20.2
  19      1.6922e+04     1.4794e-01        53.97       0.998          21.3
  20      1.2709e+04     1.2370e-01        47.43       0.999          22.3
  21      9.5446e+03     1.0686e-01        40.36       0.999          23.4
  22      7.1684e+03     9.5524e-02        33.15       0.999          24.4
  23      5.3837e+03     8.8274e-02        26.49       1.000          25.4
  24      4.0433e+03     8.3873e-02        20.69       1.000          26.4
  25      3.0367e+03     8.1265e-02        15.89       1.000          27.4
  26      2.2806e+03     7.9767e-02        12.01       1.000          28.5
  27      1.7128e+03     7.8933e-02         9.05       1.000          29.5
  28      1.2864e+03     7.8478e-02         6.71       1.000          30.5
  29      9.6613e+02     7.8304e-02         4.98       1.000          31.5
  30      7.2560e+02     7.8199e-02         3.62       1.000          32.5
  31      5.4495e+02     7.8210e-02         2.60       1.000          33.5
  32      4.0928e+02     7.8210e-02         1.57       1.000          35.3
  33      3.0738e+02     7.8356e-02         0.95       1.000          37.3
  34      2.3085e+02     7.8432e-02         0.43       0.999          38.8
  35      1.7338e+02     7.8737e-02         0.17       1.000          40.3
  36      1.3021e+02     7.8754e-02        -0.15       0.999          41.9
  37      9.7794e+01     7.9003e-02        -0.54       1.000          43.5
  38      7.3447e+01     7.9091e-02        -0.65       1.000          45.1
  39      5.4991e+01     7.9362e-02        -0.79       1.000          46.9
  40      4.0675e+01     7.9559e-02        -1.05       1.000          48.7
  41      2.9692e+01     7.9835e-02        -1.25       1.000          50.7
  42      2.1366e+01     8.0322e-02        -1.43       1.000          52.9
  43      1.5137e+01     8.0747e-02        -1.78       1.000          55.3
  44      1.0545e+01     8.1245e-02        -2.04       1.000          58.1
  45      7.2118e+00     8.1952e-02        -2.45       1.000          61.4
  46      4.8357e+00     8.3082e-02        -2.75       1.000          65.5
  47      3.1743e+00     8.3802e-02        -3.17       1.000          70.6
  48      2.0373e+00     8.5777e-02        -3.99       0.999          77.3
  49      1.2772e+00     8.7817e-02        -4.10       1.000          87.7
  50      7.8169e-01     9.0390e-02        -3.95       1.000         101.2
  51      4.6733e-01     9.2715e-02        -3.52       1.000         121.4
  52      2.7337e-01     9.4166e-02        -3.00       1.000         148.4
  53      1.5697e-01     9.5620e-02        -2.64       1.000         187.8
  54      8.8914e-02     9.6694e-02        -2.69       1.000         239.8
  55      5.0000e-02     9.7753e-02        -2.90       1.000         304.6

