File.......:  nimh3-2000-2 - AUG,17.2023

System.....:  NiMH3 2000mAh
Potential..:  1.040V
Current....:  -2.0041A
Temperature:  -0.6 +-0.0 C
Time.......:  15:46:26 - 15:52:47
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   55
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      3.0738e+02     7.8614e-02         1.04       1.000           0.0
   2      4.0928e+02     7.8511e-02         1.54       1.000           2.7
   3      5.4495e+02     7.8528e-02         2.60       1.000           4.3
   4      7.2560e+02     7.8534e-02         3.61       1.000           5.6
   5      9.6613e+02     7.8598e-02         4.93       1.000           6.6
   6      1.2864e+03     7.8784e-02         6.65       1.000           7.6
   7      1.7128e+03     7.9205e-02         8.95       1.000           8.6
   8      2.2806e+03     8.0009e-02        11.95       1.000           9.7
   9      3.0367e+03     8.1485e-02        15.80       1.000          10.7
  10      4.0433e+03     8.4074e-02        20.61       1.000          11.7
  11      5.3837e+03     8.8467e-02        26.43       1.000          12.7
  12      7.1684e+03     9.5694e-02        33.12       0.999          13.7
  13      9.5446e+03     1.0693e-01        40.32       1.000          14.9
  14      1.2709e+04     1.2386e-01        47.43       0.999          16.0
  15      1.6922e+04     1.4818e-01        53.96       0.999          17.0
  16      2.2531e+04     1.8159e-01        59.61       0.999          18.1
  17      3.0000e+04     2.2645e-01        64.36       0.999          19.1
  18      2.2531e+04     1.8155e-01        59.64       1.000          20.1
  19      1.6922e+04     1.4811e-01        53.99       1.000          21.1
  20      1.2709e+04     1.2391e-01        47.42       0.999          22.1
  21      9.5446e+03     1.0692e-01        40.31       1.000          23.1
  22      7.1684e+03     9.5659e-02        33.12       1.000          24.3
  23      5.3837e+03     8.8470e-02        26.43       0.999          25.4
  24      4.0433e+03     8.4075e-02        20.61       0.999          26.4
  25      3.0367e+03     8.1495e-02        15.80       0.999          27.4
  26      2.2806e+03     8.0011e-02        11.94       1.000          28.5
  27      1.7128e+03     7.9207e-02         8.95       1.000          29.5
  28      1.2864e+03     7.8790e-02         6.65       1.000          30.5
  29      9.6613e+02     7.8611e-02         4.93       1.000          31.5
  30      7.2560e+02     7.8537e-02         3.61       1.000          32.5
  31      5.4495e+02     7.8541e-02         2.59       1.000          33.5
  32      4.0928e+02     7.8525e-02         1.54       1.000          35.3
  33      3.0738e+02     7.8632e-02         1.03       1.000          37.3
  34      2.3085e+02     7.8712e-02         0.58       1.000          38.8
  35      1.7338e+02     7.8817e-02         0.25       1.000          40.3
  36      1.3021e+02     7.8956e-02         0.05       1.000          41.9
  37      9.7794e+01     7.9025e-02        -0.31       1.000          43.5
  38      7.3447e+01     7.9215e-02        -0.40       1.000          45.1
  39      5.4991e+01     7.9349e-02        -0.47       1.000          46.9
  40      4.0675e+01     7.9538e-02        -0.60       1.000          48.7
  41      2.9692e+01     7.9733e-02        -0.74       1.000          50.7
  42      2.1366e+01     7.9992e-02        -0.85       1.000          52.9
  43      1.5137e+01     8.0318e-02        -0.99       1.000          55.3
  44      1.0545e+01     8.0668e-02        -1.12       1.000          58.1
  45      7.2118e+00     8.1067e-02        -1.43       1.000          61.4
  46      4.8357e+00     8.1690e-02        -1.24       1.000          65.5
  47      3.1743e+00     8.2177e-02        -1.27       1.000          70.6
  48      2.0373e+00     8.2848e-02        -1.14       1.000          77.3
  49      1.2772e+00     8.3283e-02        -1.12       1.000          87.7
  50      7.8169e-01     8.3674e-02        -0.97       1.000         101.2
  51      4.6733e-01     8.4082e-02        -1.07       1.000         121.4
  52      2.7337e-01     8.4577e-02        -1.20       1.000         148.4
  53      1.5697e-01     8.5172e-02        -1.40       1.000         187.8
  54      8.8914e-02     8.6042e-02        -1.70       1.000         239.8
  55      5.0000e-02     8.7266e-02        -2.26       1.000         359.2

