File.......:  nimh3-0100-1 - AUG,17.2023

System.....:  NiMH3 2000mAh
Potential..:  1.345V
Current....:  -100.48mA
Temperature:  -0.6 +-0.0 C
Time.......:  14:15:46 - 14:22:28
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   55
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      3.0738e+02     7.8383e-02         0.93       0.999           0.0
   2      4.0928e+02     7.8532e-02         1.52       0.999           2.8
   3      5.4495e+02     7.8404e-02         2.57       1.000           4.4
   4      7.2560e+02     7.8407e-02         3.64       1.000           5.8
   5      9.6613e+02     7.8495e-02         5.01       1.000           6.8
   6      1.2864e+03     7.8709e-02         6.70       1.000           7.9
   7      1.7128e+03     7.9124e-02         9.03       1.000           8.9
   8      2.2806e+03     7.9961e-02        12.01       1.000          10.0
   9      3.0367e+03     8.1433e-02        15.83       1.000          11.0
  10      4.0433e+03     8.4043e-02        20.66       1.000          12.1
  11      5.3837e+03     8.8483e-02        26.41       1.000          13.2
  12      7.1684e+03     9.5759e-02        33.11       1.000          14.2
  13      9.5446e+03     1.0706e-01        40.23       0.999          15.3
  14      1.2709e+04     1.2401e-01        47.26       1.000          16.3
  15      1.6922e+04     1.4820e-01        53.73       0.999          17.4
  16      2.2531e+04     1.8157e-01        59.43       0.999          18.5
  17      3.0000e+04     2.2603e-01        64.42       1.000          19.6
  18      2.2531e+04     1.8135e-01        59.77       0.999          20.8
  19      1.6922e+04     1.4822e-01        53.85       0.999          22.0
  20      1.2709e+04     1.2406e-01        47.33       0.999          23.2
  21      9.5446e+03     1.0714e-01        40.26       0.999          24.3
  22      7.1684e+03     9.5756e-02        33.03       0.999          25.3
  23      5.3837e+03     8.8518e-02        26.41       1.000          26.4
  24      4.0433e+03     8.4112e-02        20.59       0.999          27.5
  25      3.0367e+03     8.1430e-02        15.86       1.000          28.5
  26      2.2806e+03     7.9974e-02        12.00       1.000          29.6
  27      1.7128e+03     7.9129e-02         9.04       1.000          30.6
  28      1.2864e+03     7.8669e-02         6.70       1.000          31.7
  29      9.6613e+02     7.8478e-02         5.00       1.000          32.7
  30      7.2560e+02     7.8362e-02         3.61       1.000          33.8
  31      5.4495e+02     7.8376e-02         2.62       1.000          34.8
  32      4.0928e+02     7.8419e-02         1.46       0.998          36.6
  33      3.0738e+02     7.8586e-02         0.97       0.999          38.7
  34      2.3085e+02     7.8486e-02         0.39       1.000          40.3
  35      1.7338e+02     7.8766e-02         0.13       1.000          41.8
  36      1.3021e+02     7.9235e-02        -0.16       1.000          43.4
  37      9.7794e+01     7.9268e-02        -0.53       0.999          45.0
  38      7.3447e+01     7.9286e-02        -0.79       0.999          46.8
  39      5.4991e+01     7.9374e-02        -0.95       1.000          48.5
  40      4.0675e+01     7.9717e-02        -0.94       1.000          50.4
  41      2.9692e+01     8.0044e-02        -1.34       1.000          52.5
  42      2.1366e+01     8.0310e-02        -1.63       1.000          54.7
  43      1.5137e+01     8.0758e-02        -1.68       1.000          57.2
  44      1.0545e+01     8.1719e-02        -2.08       1.000          60.0
  45      7.2118e+00     8.2588e-02        -2.92       1.000          63.4
  46      4.8357e+00     8.3107e-02        -3.17       0.999          67.4
  47      3.1743e+00     8.4324e-02        -2.82       0.999          72.6
  48      2.0373e+00     8.5610e-02        -4.65       0.997          79.3
  49      1.2772e+00     8.8313e-02        -4.35       1.000          89.8
  50      7.8169e-01     9.0963e-02        -4.14       1.000         103.4
  51      4.6733e-01     9.3428e-02        -3.87       0.999         123.6
  52      2.7337e-01     9.5055e-02        -3.26       1.000         150.6
  53      1.5697e-01     9.6463e-02        -3.19       1.000         190.0
  54      8.8914e-02     9.7982e-02        -2.85       0.999         279.3
  55      5.0000e-02     9.9319e-02        -3.54       0.999         379.4

