File.......:  nimh4-0100-2 - AUG,18.2023

System.....:  NiMH 4 2000mAh
Potential..:  1.330V
Current....:  -100.38mA
Temperature:  -0.5 +-0.0 C
Time.......:  10:40:02 - 10:45:23
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.3167e-02         7.24       1.000           0.0
   2      1.7128e+03     7.3664e-02         9.75       1.000           1.7
   3      2.2806e+03     7.4526e-02        12.97       1.000           2.8
   4      3.0367e+03     7.6137e-02        17.09       0.999           3.8
   5      4.0433e+03     7.8988e-02        22.18       0.999           4.9
   6      5.3837e+03     8.3660e-02        28.22       0.999           6.0
   7      7.1684e+03     9.1311e-02        35.07       0.999           7.0
   8      9.5446e+03     1.0321e-01        42.29       0.999           8.1
   9      1.2709e+04     1.2067e-01        49.25       1.000           9.1
  10      1.6922e+04     1.4545e-01        55.49       0.999          10.2
  11      2.2531e+04     1.7914e-01        60.82       0.999          11.3
  12      3.0000e+04     2.2410e-01        65.68       1.000          12.5
  13      2.2531e+04     1.7898e-01        61.21       0.999          13.6
  14      1.6922e+04     1.4530e-01        55.53       1.000          14.8
  15      1.2709e+04     1.2070e-01        49.27       0.998          16.0
  16      9.5446e+03     1.0315e-01        42.27       1.000          17.1
  17      7.1684e+03     9.1325e-02        35.04       0.999          18.1
  18      5.3837e+03     8.3717e-02        28.22       1.000          19.2
  19      4.0433e+03     7.8979e-02        22.10       0.999          20.3
  20      3.0367e+03     7.6169e-02        17.05       0.999          21.3
  21      2.2806e+03     7.4532e-02        12.95       0.999          22.4
  22      1.7128e+03     7.3609e-02         9.76       1.000          23.5
  23      1.2864e+03     7.3166e-02         7.28       1.000          24.5
  24      9.6613e+02     7.2939e-02         5.35       1.000          25.5
  25      7.2560e+02     7.2807e-02         3.92       1.000          26.6
  26      5.4495e+02     7.2842e-02         2.79       1.000          27.7
  27      4.0928e+02     7.2865e-02         1.66       0.999          29.5
  28      3.0738e+02     7.2913e-02         1.01       0.999          31.5
  29      2.3085e+02     7.3099e-02         0.52       0.999          33.1
  30      1.7338e+02     7.3273e-02         0.24       1.000          34.6
  31      1.3021e+02     7.3351e-02        -0.24       0.999          36.2
  32      9.7794e+01     7.3472e-02        -0.49       1.000          37.9
  33      7.3447e+01     7.3728e-02        -0.74       1.000          39.6
  34      5.4991e+01     7.3728e-02        -0.80       1.000          41.3
  35      4.0675e+01     7.3969e-02        -1.16       1.000          43.2
  36      2.9692e+01     7.4496e-02        -1.50       1.000          45.3
  37      2.1366e+01     7.4715e-02        -1.65       1.000          47.5
  38      1.5137e+01     7.5333e-02        -1.82       1.000          50.0
  39      1.0545e+01     7.5934e-02        -2.35       1.000          52.8
  40      7.2118e+00     7.6725e-02        -2.86       1.000          56.2
  41      4.8357e+00     7.7507e-02        -3.15       1.000          60.2
  42      3.1743e+00     7.8627e-02        -3.29       0.999          65.4
  43      2.0373e+00     8.0238e-02        -4.48       0.998          72.1
  44      1.2772e+00     8.2528e-02        -4.68       1.000          82.6
  45      7.8169e-01     8.5418e-02        -4.54       0.999          96.2
  46      4.6733e-01     8.8141e-02        -4.19       1.000         116.4
  47      2.7337e-01     8.9977e-02        -3.59       1.000         143.4
  48      1.5697e-01     9.1853e-02        -3.09       1.000         182.8
  49      8.8914e-02     9.2750e-02        -3.11       1.000         234.9
  50      5.0000e-02     9.4146e-02        -3.24       0.999         299.8

