File.......:  nimh1-1220-1 - AUG,07.2023

System.....:  NiMH 1 2000mAh
Potential..:  1.221V
Current....:  -235.79mA
Temperature:  -0.7 +-0.0 C
Time.......:  15:50:56 - 15:55:43
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   39
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      3.0000e+04     2.3689e-01        67.80       0.999           0.0
   2      2.2531e+04     1.8770e-01        63.47       0.999           1.5
   3      1.6922e+04     1.5076e-01        58.21       0.999           2.1
   4      1.2709e+04     1.2372e-01        51.98       1.000           2.7
   5      9.5446e+03     1.0460e-01        44.93       0.999           3.2
   6      7.1684e+03     9.1573e-02        37.46       0.999           3.8
   7      5.3837e+03     8.3157e-02        30.27       0.999           4.3
   8      4.0433e+03     7.7967e-02        23.81       1.000           4.9
   9      3.0367e+03     7.4885e-02        18.36       1.000           5.5
  10      2.2806e+03     7.3116e-02        13.92       0.999           6.0
  11      1.7128e+03     7.2160e-02        10.44       1.000           6.6
  12      1.2864e+03     7.1651e-02         7.76       1.000           7.1
  13      9.6613e+02     7.1423e-02         5.75       1.000           7.7
  14      7.2560e+02     7.1343e-02         4.21       1.000           8.2
  15      5.4495e+02     7.1329e-02         3.02       1.000           8.8
  16      4.0928e+02     7.1324e-02         1.87       1.000           9.3
  17      3.0738e+02     7.1422e-02         1.26       1.000           9.9
  18      2.3085e+02     7.1509e-02         0.71       1.000          10.4
  19      1.7338e+02     7.1618e-02         0.33       1.000          11.0
  20      1.3021e+02     7.1763e-02         0.06       1.000          11.5
  21      9.7794e+01     7.1856e-02        -0.29       1.000          12.1
  22      7.3447e+01     7.2027e-02        -0.45       1.000          12.8
  23      5.4991e+01     7.2200e-02        -0.52       1.000          14.3
  24      4.0675e+01     7.2381e-02        -0.67       1.000          16.2
  25      2.9692e+01     7.2606e-02        -0.86       1.000          17.7
  26      2.1366e+01     7.2865e-02        -0.99       1.000          19.5
  27      1.5137e+01     7.3191e-02        -1.15       1.000          21.4
  28      1.0545e+01     7.3580e-02        -1.30       1.000          23.8
  29      7.2118e+00     7.4012e-02        -1.66       1.000          26.6
  30      4.8357e+00     7.4630e-02        -1.46       1.000          30.2
  31      3.1743e+00     7.5252e-02        -1.54       1.000          34.8
  32      2.0373e+00     7.5928e-02        -1.35       1.000          41.1
  33      1.2772e+00     7.6478e-02        -1.37       1.000          50.8
  34      7.8169e-01     7.6946e-02        -1.22       1.000          63.9
  35      4.6733e-01     7.7373e-02        -1.34       1.000          83.6
  36      2.7337e-01     7.7928e-02        -1.51       1.000         110.1
  37      1.5697e-01     7.8753e-02        -1.83       1.000         149.0
  38      8.8914e-02     7.9546e-02        -2.26       1.000         200.6
  39      5.0000e-02     8.0880e-02        -2.97       1.000         265.0

