File.......:  nimh3-1000-1 - AUG,17.2023

System.....:  NiMH3 2000mAh
Potential..:  1.175V
Current....:  -1.0046A
Temperature:  -0.6 +-0.0 C
Time.......:  15:14:56 - 15:20:32
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   55
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      3.0738e+02     7.7504e-02         0.99       1.000           0.0
   2      4.0928e+02     7.7412e-02         1.51       1.000           2.8
   3      5.4495e+02     7.7411e-02         2.61       1.000           4.4
   4      7.2560e+02     7.7420e-02         3.66       1.000           5.8
   5      9.6613e+02     7.7497e-02         5.02       1.000           6.8
   6      1.2864e+03     7.7700e-02         6.76       1.000           7.9
   7      1.7128e+03     7.8132e-02         9.10       1.000           8.9
   8      2.2806e+03     7.8958e-02        12.12       1.000          10.0
   9      3.0367e+03     8.0465e-02        16.02       1.000          11.0
  10      4.0433e+03     8.3087e-02        20.85       0.999          12.1
  11      5.3837e+03     8.7560e-02        26.67       0.999          13.2
  12      7.1684e+03     9.4804e-02        33.38       0.999          14.2
  13      9.5446e+03     1.0616e-01        40.58       0.999          15.4
  14      1.2709e+04     1.2314e-01        47.62       0.999          16.6
  15      1.6922e+04     1.4737e-01        54.14       0.999          17.7
  16      2.2531e+04     1.8055e-01        59.69       0.999          18.7
  17      3.0000e+04     2.2536e-01        64.37       0.999          19.8
  18      2.2531e+04     1.8059e-01        59.69       1.000          20.8
  19      1.6922e+04     1.4726e-01        54.14       0.999          21.9
  20      1.2709e+04     1.2310e-01        47.63       0.999          23.0
  21      9.5446e+03     1.0616e-01        40.58       0.999          24.0
  22      7.1684e+03     9.4783e-02        33.36       0.999          25.1
  23      5.3837e+03     8.7552e-02        26.68       1.000          26.1
  24      4.0433e+03     8.3064e-02        20.81       0.999          27.2
  25      3.0367e+03     8.0461e-02        16.02       1.000          28.4
  26      2.2806e+03     7.8951e-02        12.12       1.000          29.6
  27      1.7128e+03     7.8132e-02         9.10       1.000          30.6
  28      1.2864e+03     7.7691e-02         6.77       1.000          31.7
  29      9.6613e+02     7.7495e-02         5.01       1.000          32.7
  30      7.2560e+02     7.7423e-02         3.66       1.000          33.8
  31      5.4495e+02     7.7407e-02         2.62       1.000          34.8
  32      4.0928e+02     7.7381e-02         1.54       1.000          36.6
  33      3.0738e+02     7.7515e-02         0.98       1.000          38.7
  34      2.3085e+02     7.7585e-02         0.49       1.000          40.3
  35      1.7338e+02     7.7732e-02         0.15       1.000          41.8
  36      1.3021e+02     7.7896e-02        -0.09       1.000          43.4
  37      9.7794e+01     7.7974e-02        -0.49       1.000          45.0
  38      7.3447e+01     7.8225e-02        -0.64       1.000          46.7
  39      5.4991e+01     7.8402e-02        -0.72       1.000          48.5
  40      4.0675e+01     7.8627e-02        -0.90       1.000          50.4
  41      2.9692e+01     7.8945e-02        -1.13       1.000          52.5
  42      2.1366e+01     7.9287e-02        -1.36       1.000          54.7
  43      1.5137e+01     7.9733e-02        -1.54       1.000          57.2
  44      1.0545e+01     8.0265e-02        -1.81       1.000          60.0
  45      7.2118e+00     8.0865e-02        -2.29       1.000          63.4
  46      4.8357e+00     8.1745e-02        -2.32       1.000          67.4
  47      3.1743e+00     8.2723e-02        -2.53       1.000          72.6
  48      2.0373e+00     8.4117e-02        -2.66       1.000          79.3
  49      1.2772e+00     8.5563e-02        -2.64       1.000          89.8
  50      7.8169e-01     8.6853e-02        -2.22       1.000         103.4
  51      4.6733e-01     8.7785e-02        -1.96       1.000         123.6
  52      2.7337e-01     8.8481e-02        -1.74       1.000         157.4
  53      1.5697e-01     8.8897e-02        -1.64       1.000         196.8
  54      8.8914e-02     8.9482e-02        -1.64       1.000         248.9
  55      5.0000e-02     9.0004e-02        -1.95       1.000         313.8

