File.......:  nimh2-2000-1 - AUG,17.2023

System.....:  NiMH2 2000mAh
Potential..:  1.058V
Current....:  -2.0041A
Temperature:  -0.7 +-0.0 C
Time.......:  13:35:02 - 13:40:29
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   55
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      3.0738e+02     7.5899e-02         1.01       1.000           0.0
   2      4.0928e+02     7.5801e-02         1.53       1.000           2.7
   3      5.4495e+02     7.5806e-02         2.60       1.000           4.3
   4      7.2560e+02     7.5804e-02         3.63       1.000           5.6
   5      9.6613e+02     7.5870e-02         4.98       1.000           6.6
   6      1.2864e+03     7.6052e-02         6.71       1.000           7.6
   7      1.7128e+03     7.6467e-02         9.04       1.000           8.6
   8      2.2806e+03     7.7249e-02        12.05       1.000           9.7
   9      3.0367e+03     7.8699e-02        15.95       1.000          10.7
  10      4.0433e+03     8.1207e-02        20.80       0.999          11.7
  11      5.3837e+03     8.5514e-02        26.67       0.999          12.7
  12      7.1684e+03     9.2549e-02        33.41       0.999          13.8
  13      9.5446e+03     1.0354e-01        40.67       1.000          14.9
  14      1.2709e+04     1.2013e-01        47.81       1.000          16.0
  15      1.6922e+04     1.4388e-01        54.43       0.999          17.0
  16      2.2531e+04     1.7673e-01        60.12       0.999          18.1
  17      3.0000e+04     2.2095e-01        64.84       0.999          19.1
  18      2.2531e+04     1.7674e-01        60.10       1.000          20.1
  19      1.6922e+04     1.4392e-01        54.40       0.999          21.1
  20      1.2709e+04     1.2015e-01        47.81       1.000          22.1
  21      9.5446e+03     1.0359e-01        40.69       0.999          23.1
  22      7.1684e+03     9.2528e-02        33.39       0.999          24.3
  23      5.3837e+03     8.5537e-02        26.66       1.000          25.4
  24      4.0433e+03     8.1220e-02        20.79       1.000          26.4
  25      3.0367e+03     7.8716e-02        15.94       1.000          27.4
  26      2.2806e+03     7.7271e-02        12.05       1.000          28.5
  27      1.7128e+03     7.6492e-02         9.04       1.000          29.5
  28      1.2864e+03     7.6092e-02         6.70       1.000          30.5
  29      9.6613e+02     7.5910e-02         4.97       1.000          31.5
  30      7.2560e+02     7.5846e-02         3.63       1.000          32.5
  31      5.4495e+02     7.5855e-02         2.60       1.000          33.5
  32      4.0928e+02     7.5855e-02         1.54       1.000          35.3
  33      3.0738e+02     7.5955e-02         1.01       1.000          37.3
  34      2.3085e+02     7.6030e-02         0.55       1.000          38.8
  35      1.7338e+02     7.6128e-02         0.21       1.000          40.3
  36      1.3021e+02     7.6297e-02        -0.01       1.000          41.9
  37      9.7794e+01     7.6434e-02        -0.31       1.000          43.5
  38      7.3447e+01     7.6574e-02        -0.48       1.000          45.1
  39      5.4991e+01     7.6723e-02        -0.57       1.000          46.9
  40      4.0675e+01     7.6937e-02        -0.71       1.000          48.7
  41      2.9692e+01     7.7152e-02        -0.88       1.000          50.7
  42      2.1366e+01     7.7438e-02        -1.02       1.000          52.9
  43      1.5137e+01     7.7786e-02        -1.18       1.000          55.3
  44      1.0545e+01     7.8192e-02        -1.34       1.000          58.1
  45      7.2118e+00     7.8653e-02        -1.70       1.000          61.4
  46      4.8357e+00     7.9362e-02        -1.55       1.000          65.5
  47      3.1743e+00     8.0046e-02        -1.62       1.000          70.6
  48      2.0373e+00     8.0876e-02        -1.44       1.000          77.3
  49      1.2772e+00     8.1471e-02        -1.38       1.000          87.7
  50      7.8169e-01     8.1974e-02        -1.13       1.000         101.2
  51      4.6733e-01     8.2348e-02        -1.15       1.000         121.4
  52      2.7337e-01     8.2816e-02        -1.16       1.000         148.4
  53      1.5697e-01     8.3297e-02        -1.29       1.000         187.8
  54      8.8914e-02     8.3955e-02        -1.48       1.000         239.8
  55      5.0000e-02     8.4784e-02        -1.77       1.000         304.6

