File.......:  varta nimh 1 at 1.304v 50% discharged - MAR,21.2018

System.....:  Varta NiMH 1 at 1.304v
Potential..:  1.306V
Current....:  -18.963mA
Temperature:  -0.6 +-0.0 C
Time.......:  09:37:16 - 09:42:32
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   82
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2949e+03     9.3685e-02         3.91       1.000           0.0
   2      1.7253e+03     9.3702e-02         5.60       1.000           2.7
   3      2.2987e+03     9.3962e-02         7.76       1.000           3.3
   4      3.0627e+03     9.4648e-02        10.59       1.000           3.8
   5      4.0807e+03     9.5968e-02        14.17       1.000           4.4
   6      5.4370e+03     9.8490e-02        18.72       1.000           5.0
   7      7.2441e+03     1.0286e-01        24.30       0.999           5.5
   8      9.6518e+03     1.1009e-01        30.85       0.999           6.1
   9      1.2860e+04     1.2168e-01        38.02       0.999           6.6
  10      1.7134e+04     1.3934e-01        45.37       0.999           7.2
  11      2.2829e+04     1.6522e-01        52.30       1.000           7.8
  12      3.0417e+04     2.0166e-01        58.43       0.999           8.3
  13      4.0526e+04     2.5087e-01        63.40       1.000           8.8
  14      5.3996e+04     3.1659e-01        67.57       1.000           9.4
  15      7.1943e+04     4.0340e-01        70.85       0.999           9.9
  16      9.5855e+04     5.1787e-01        73.68       1.000          10.5
  17      1.2771e+05     6.6946e-01        75.73       0.998          11.0
  18      1.7016e+05     8.6936e-01        77.72       0.999          11.6
  19      2.2672e+05     1.1258e+00        80.39       0.999          12.5
  20      3.0208e+05     1.4697e+00        81.82       0.999          13.4
  21      4.0248e+05     1.9258e+00        83.20       0.999          13.9
  22      5.3625e+05     2.5736e+00        84.09       0.999          14.7
  23      7.1449e+05     3.3706e+00        84.30       0.999          15.5
  24      9.5196e+05     4.5039e+00        84.79       0.997          16.0
  25      1.2684e+06     6.2411e+00        85.90       0.999          16.5
  26      1.6899e+06     8.3551e+00        86.37       0.996          17.0
  27      2.2516e+06     1.0548e+01        87.02       0.995          17.8
  28      3.0000e+06     1.3766e+01        88.46       0.994          18.7
  29      2.2516e+06     1.0796e+01        88.22       0.993          19.3
  30      1.6899e+06     8.5898e+00        86.63       0.999          20.1
  31      1.2684e+06     6.0932e+00        85.19       0.998          20.9
  32      9.5196e+05     4.5304e+00        85.60       0.998          21.4
  33      7.1449e+05     3.3990e+00        84.28       0.998          21.9
  34      5.3625e+05     2.5607e+00        84.14       0.999          22.4
  35      4.0248e+05     1.9159e+00        83.16       0.998          23.2
  36      3.0208e+05     1.4693e+00        81.54       0.999          24.0
  37      2.2672e+05     1.1275e+00        80.46       0.999          24.6
  38      1.7016e+05     8.6694e-01        78.67       1.000          25.1
  39      1.2771e+05     6.6905e-01        76.52       1.000          25.7
  40      9.5855e+04     5.1819e-01        74.32       0.999          26.2
  41      7.1943e+04     4.0468e-01        71.40       0.999          26.8
  42      5.3996e+04     3.1665e-01        67.57       1.000          27.7
  43      4.0526e+04     2.5082e-01        63.46       1.000          28.6
  44      3.0417e+04     2.0157e-01        58.43       0.999          29.1
  45      2.2829e+04     1.6511e-01        52.33       1.000          29.7
  46      1.7134e+04     1.3925e-01        45.41       1.000          30.2
  47      1.2860e+04     1.2154e-01        38.05       0.999          30.8
  48      9.6518e+03     1.0996e-01        30.89       0.999          31.3
  49      7.2441e+03     1.0272e-01        24.32       1.000          31.9
  50      5.4370e+03     9.8341e-02        18.74       1.000          32.4
  51      4.0807e+03     9.5816e-02        14.18       0.999          33.0
  52      3.0627e+03     9.4488e-02        10.60       1.000          33.6
  53      2.2987e+03     9.3797e-02         7.77       1.000          34.1
  54      1.7253e+03     9.3526e-02         5.60       1.000          34.7
  55      1.2949e+03     9.3499e-02         3.92       1.000          35.2
  56      9.7186e+02     9.3638e-02         2.67       1.000          35.8
  57      7.2942e+02     9.3847e-02         1.69       1.000          36.3
  58      5.4746e+02     9.4119e-02         0.91       1.000          36.9
  59      4.1089e+02     9.4368e-02         0.04       1.000          37.4
  60      3.0839e+02     9.4735e-02        -0.37       1.000          38.0
  61      2.3146e+02     9.5123e-02        -0.78       1.000          38.5
  62      1.7372e+02     9.5530e-02        -1.07       1.000          39.0
  63      1.3038e+02     9.6006e-02        -1.28       1.000          39.6
  64      9.7859e+01     9.6442e-02        -1.62       1.000          40.2
  65      7.3447e+01     9.6955e-02        -1.80       1.000          40.9
  66      5.4991e+01     9.7464e-02        -1.89       1.000          42.4
  67      4.0675e+01     9.8021e-02        -2.16       1.000          44.3
  68      2.9692e+01     9.8610e-02        -2.48       1.000          45.8
  69      2.1366e+01     9.9313e-02        -2.91       1.000          47.5
  70      1.5137e+01     1.0016e-01        -3.45       1.000          49.5
  71      1.0545e+01     1.0123e-01        -4.27       1.000          51.8
  72      7.2118e+00     1.0274e-01        -5.57       1.000          54.7
  73      4.8357e+00     1.0531e-01        -6.69       1.000          58.2
  74      3.1743e+00     1.0920e-01        -8.39       1.000          62.9
  75      2.0373e+00     1.1552e-01        -9.63       1.000          69.1
  76      1.2772e+00     1.2383e-01       -10.39       1.000          78.8
  77      7.8169e-01     1.3329e-01        -9.54       1.000          91.9
  78      4.6733e-01     1.4152e-01        -7.95       1.000         111.7
  79      2.7337e-01     1.4717e-01        -6.06       1.000         138.2
  80      1.5697e-01     1.5087e-01        -4.83       1.000         177.1
  81      8.8914e-02     1.5363e-01        -4.16       1.000         228.6
  82      5.0000e-02     1.5592e-01        -3.98       1.000         293.0

