File.......:  varta nimh 3 at 1.353v - MAR,22.2018

System.....:  Varta NiMH 3 at 1.353v
Potential..:  1.353V
Current....:  -301.86uA
Temperature:  -0.5 +-0.0 C
Time.......:  08:03:55 - 08:09:13
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   82
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
  1       1.2949e+03     9.2423e-02         3.81       1.000           0.0
  2       1.7253e+03     9.2417e-02         5.49       1.000           3.0
  3       2.2987e+03     9.2639e-02         7.66       1.000           3.5
  4       3.0627e+03     9.3285e-02        10.49       1.000           4.1
  5       4.0807e+03     9.4570e-02        14.09       1.000           4.7
  6       5.4370e+03     9.6994e-02        18.65       1.000           5.2
  7       7.2441e+03     1.0126e-01        24.26       0.999           5.8
  8       9.6518e+03     1.0834e-01        30.83       1.000           6.3
  9       1.2860e+04     1.1973e-01        38.05       0.999           6.9
 10       1.7134e+04     1.3710e-01        45.44       1.000           7.4
 11       2.2829e+04     1.6263e-01        52.43       0.999           8.0
 12       3.0417e+04     1.9869e-01        58.61       0.999           8.5
 13       4.0526e+04     2.4748e-01        63.65       1.000           9.1
 14       5.3996e+04     3.1337e-01        67.78       1.000           9.6
 15       7.1943e+04     3.9927e-01        71.03       0.999          10.2
 16       9.5855e+04     5.1187e-01        73.87       0.999          10.7
 17       1.2771e+05     6.6384e-01        75.93       0.999          11.3
 18       1.7016e+05     8.5718e-01        78.65       0.999          12.2
 19       2.2672e+05     1.1144e+00        80.50       0.999          13.1
 20       3.0208e+05     1.4550e+00        81.62       0.999          13.6
 21       4.0248e+05     1.9079e+00        82.93       0.999          14.2
 22       5.3625e+05     2.5132e+00        83.59       0.999          15.0
 23       7.1449e+05     3.3615e+00        84.62       0.998          15.8
 24       9.5196e+05     4.4158e+00        84.89       0.998          16.2
 25       1.2684e+06     6.1508e+00        85.94       0.999          16.7
 26       1.6899e+06     7.8303e+00        89.34       0.996          17.6
 27       2.2516e+06     1.0201e+01        90.21       0.993          18.5
 28       3.0000e+06     1.4501e+01        89.43       0.993          19.0
 29       2.2516e+06     1.2718e+01        86.30       0.998          19.9
 30       1.6899e+06     7.6802e+00        87.63       0.997          21.0
 31       1.2684e+06     5.6175e+00        86.40       0.995          21.9
 32       9.5196e+05     4.5424e+00        85.20       0.997          22.7
 33       7.1449e+05     3.3324e+00        84.28       0.999          23.5
 34       5.3625e+05     2.5421e+00        83.52       0.998          24.0
 35       4.0248e+05     1.9049e+00        83.27       0.999          24.8
 36       3.0208e+05     1.4595e+00        81.69       0.999          25.6
 37       2.2672e+05     1.1150e+00        80.55       0.999          26.2
 38       1.7016e+05     8.5847e-01        78.80       0.999          26.7
 39       1.2771e+05     6.6238e-01        76.61       1.000          27.3
 40       9.5855e+04     5.1351e-01        74.39       0.999          27.8
 41       7.1943e+04     4.0027e-01        71.59       1.000          28.4
 42       5.3996e+04     3.1268e-01        67.73       1.000          29.3
 43       4.0526e+04     2.4758e-01        63.64       0.999          30.2
 44       3.0417e+04     1.9867e-01        58.63       0.999          30.7
 45       2.2829e+04     1.6259e-01        52.45       1.000          31.3
 46       1.7134e+04     1.3706e-01        45.46       1.000          31.8
 47       1.2860e+04     1.1963e-01        38.08       0.999          32.4
 48       9.6518e+03     1.0826e-01        30.86       0.999          32.9
 49       7.2441e+03     1.0116e-01        24.27       1.000          33.5
 50       5.4370e+03     9.6889e-02        18.67       1.000          34.0
 51       4.0807e+03     9.4450e-02        14.10       0.999          34.6
 52       3.0627e+03     9.3168e-02        10.50       1.000          35.2
 53       2.2987e+03     9.2511e-02         7.67       1.000          35.7
 54       1.7253e+03     9.2275e-02         5.49       1.000          36.3
 55       1.2949e+03     9.2277e-02         3.81       1.000          36.8
 56       9.7186e+02     9.2425e-02         2.54       1.000          37.4
 57       7.2942e+02     9.2670e-02         1.55       1.000          37.9
 58       5.4746e+02     9.2960e-02         0.76       1.000          38.5
 59       4.1089e+02     9.3249e-02        -0.11       1.000          39.0
 60       3.0839e+02     9.3679e-02        -0.53       1.000          39.6
 61       2.3146e+02     9.4091e-02        -0.95       1.000          40.1
 62       1.7372e+02     9.4565e-02        -1.28       1.000          40.6
 63       1.3038e+02     9.5104e-02        -1.51       1.000          41.2
 64       9.7859e+01     9.5574e-02        -1.86       1.000          41.8
 65       7.3447e+01     9.6169e-02        -2.05       1.000          42.5
 66       5.4991e+01     9.6747e-02        -2.19       1.000          44.0
 67       4.0675e+01     9.7403e-02        -2.46       1.000          45.9
 68       2.9692e+01     9.8062e-02        -2.82       1.000          47.4
 69       2.1366e+01     9.8881e-02        -3.25       1.000          49.1
 70       1.5137e+01     9.9827e-02        -3.88       1.000          51.1
 71       1.0545e+01     1.0105e-01        -4.72       1.000          53.4
 72       7.2118e+00     1.0274e-01        -6.10       1.000          56.3
 73       4.8357e+00     1.0558e-01        -7.34       1.000          59.8
 74       3.1743e+00     1.0995e-01        -9.09       1.000          64.5
 75       2.0373e+00     1.1688e-01       -10.42       1.000          70.7
 76       1.2772e+00     1.2613e-01       -11.02       1.000          80.4
 77       7.8169e-01     1.3622e-01       -10.02       1.000          93.5
 78       4.6733e-01     1.4479e-01        -8.20       1.000         113.3
 79       2.7337e-01     1.5043e-01        -6.27       1.000         139.8
 80       1.5697e-01     1.5445e-01        -4.96       1.000         178.7
 81       8.8914e-02     1.5725e-01        -4.19       1.000         230.2
 82       5.0000e-02     1.6046e-01        -4.42       1.000         294.6

