File.......:  varta nimh 1 at 1.239v 100% discharged - MAR,21.2018

System.....:  Varta NiMH 1 at 1.239v
Potential..:  1.239V
Current....:  -16.223mA
Temperature:  -0.6 +-0.0 C
Time.......:  11:04:59 - 11:10:15
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   82
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2949e+03     9.1648e-02         3.55       1.000           0.0
   2      1.7253e+03     9.1599e-02         5.14       1.000           2.6
   3      2.2987e+03     9.1774e-02         7.20       1.000           3.2
   4      3.0627e+03     9.2324e-02         9.91       1.000           3.7
   5      4.0807e+03     9.3434e-02        13.34       1.000           4.3
   6      5.4370e+03     9.5616e-02        17.71       1.000           4.9
   7      7.2441e+03     9.9454e-02        23.10       1.000           5.4
   8      9.6518e+03     1.0589e-01        29.51       0.999           6.0
   9      1.2860e+04     1.1626e-01        36.58       0.999           6.5
  10      1.7134e+04     1.3222e-01        43.93       1.000           7.1
  11      2.2829e+04     1.5580e-01        51.00       0.999           7.7
  12      3.0417e+04     1.8926e-01        57.31       1.000           8.2
  13      4.0526e+04     2.3490e-01        62.46       1.000           8.7
  14      5.3996e+04     2.9552e-01        66.71       0.999           9.3
  15      7.1943e+04     3.7616e-01        70.20       1.000           9.8
  16      9.5855e+04     4.8218e-01        73.12       0.999          10.4
  17      1.2771e+05     6.2216e-01        75.22       0.999          10.9
  18      1.7016e+05     8.0782e-01        77.15       0.999          11.5
  19      2.2672e+05     1.0462e+00        79.93       1.000          12.4
  20      3.0208e+05     1.3656e+00        81.28       0.999          13.3
  21      4.0248e+05     1.7840e+00        82.58       1.000          13.8
  22      5.3625e+05     2.3466e+00        83.70       0.998          14.6
  23      7.1449e+05     3.1269e+00        84.07       0.998          15.4
  24      9.5196e+05     4.1869e+00        85.01       0.996          15.9
  25      1.2684e+06     5.7014e+00        85.85       0.998          16.4
  26      1.6899e+06     7.6405e+00        85.90       0.996          16.9
  27      2.2516e+06     9.3668e+00        87.81       0.993          17.8
  28      3.0000e+06     1.3374e+01        88.90       0.992          18.7
  29      2.2516e+06     9.2551e+00        88.52       0.995          19.2
  30      1.6899e+06     8.0455e+00        85.65       0.998          20.0
  31      1.2684e+06     5.5983e+00        85.51       0.998          20.8
  32      9.5196e+05     4.1171e+00        85.69       0.999          21.3
  33      7.1449e+05     3.1184e+00        84.89       0.999          21.8
  34      5.3625e+05     2.3478e+00        83.71       0.999          22.4
  35      4.0248e+05     1.7806e+00        82.81       0.999          23.1
  36      3.0208e+05     1.3649e+00        81.32       1.000          23.9
  37      2.2672e+05     1.0464e+00        79.85       0.999          24.5
  38      1.7016e+05     8.0462e-01        78.02       0.999          25.0
  39      1.2771e+05     6.2157e-01        76.01       1.000          25.6
  40      9.5855e+04     4.8269e-01        73.77       1.000          26.2
  41      7.1943e+04     3.7654e-01        70.25       0.999          27.1
  42      5.3996e+04     2.9588e-01        66.82       1.000          28.0
  43      4.0526e+04     2.3470e-01        62.52       0.999          28.5
  44      3.0417e+04     1.8933e-01        57.31       1.000          29.0
  45      2.2829e+04     1.5581e-01        51.01       0.999          29.6
  46      1.7134e+04     1.3225e-01        43.95       1.000          30.1
  47      1.2860e+04     1.1627e-01        36.60       1.000          30.7
  48      9.6518e+03     1.0587e-01        29.52       1.000          31.3
  49      7.2441e+03     9.9446e-02        23.11       1.000          31.8
  50      5.4370e+03     9.5592e-02        17.71       1.000          32.3
  51      4.0807e+03     9.3403e-02        13.35       1.000          32.9
  52      3.0627e+03     9.2297e-02         9.91       1.000          33.5
  53      2.2987e+03     9.1752e-02         7.21       1.000          34.0
  54      1.7253e+03     9.1588e-02         5.15       1.000          34.6
  55      1.2949e+03     9.1617e-02         3.55       1.000          35.1
  56      9.7186e+02     9.1803e-02         2.36       1.000          35.7
  57      7.2942e+02     9.2070e-02         1.43       1.000          36.2
  58      5.4746e+02     9.2385e-02         0.70       1.000          36.8
  59      4.1089e+02     9.2670e-02        -0.13       1.000          37.3
  60      3.0839e+02     9.3081e-02        -0.51       1.000          37.9
  61      2.3146e+02     9.3481e-02        -0.88       1.000          38.4
  62      1.7372e+02     9.3900e-02        -1.16       1.000          38.9
  63      1.3038e+02     9.4366e-02        -1.36       1.000          39.5
  64      9.7859e+01     9.4810e-02        -1.67       1.000          40.1
  65      7.3447e+01     9.5302e-02        -1.85       1.000          40.8
  66      5.4991e+01     9.5812e-02        -1.94       1.000          42.3
  67      4.0675e+01     9.6371e-02        -2.19       1.000          44.2
  68      2.9692e+01     9.6976e-02        -2.54       1.000          45.7
  69      2.1366e+01     9.7707e-02        -2.97       1.000          47.4
  70      1.5137e+01     9.8610e-02        -3.53       1.000          49.4
  71      1.0545e+01     9.9820e-02        -4.30       1.000          51.7
  72      7.2118e+00     1.0156e-01        -5.52       1.000          54.6
  73      4.8357e+00     1.0435e-01        -6.38       1.000          58.2
  74      3.1743e+00     1.0842e-01        -7.58       1.000          62.8
  75      2.0373e+00     1.1419e-01        -8.09       1.000          69.0
  76      1.2772e+00     1.2080e-01        -8.04       1.000          78.8
  77      7.8169e-01     1.2712e-01        -6.89       1.000          91.8
  78      4.6733e-01     1.3192e-01        -5.54       1.000         111.6
  79      2.7337e-01     1.3527e-01        -4.29       1.000         138.1
  80      1.5697e-01     1.3773e-01        -3.69       1.000         177.0
  81      8.8914e-02     1.3967e-01        -3.57       1.000         228.5
  82      5.0000e-02     1.4178e-01        -3.67       1.000         292.9

