File.......:  varta nimh 2 at 1.328 25% discharged - MAR,21.2018

System.....:  Varta NiMH 2 at 1.328v
Potential..:  1.328V
Current....:  -10.583mA
Temperature:  -0.6 +-0.0 C
Time.......:  11:28:39 - 11:33:55
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   82
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2949e+03     9.7405e-02         3.86       1.000           0.0
   2      1.7253e+03     9.7420e-02         5.53       1.000           2.6
   3      2.2987e+03     9.7677e-02         7.68       1.000           3.2
   4      3.0627e+03     9.8374e-02        10.49       1.000           3.7
   5      4.0807e+03     9.9722e-02        14.05       1.000           4.3
   6      5.4370e+03     1.0227e-01        18.59       0.999           4.9
   7      7.2441e+03     1.0674e-01        24.14       0.999           5.4
   8      9.6518e+03     1.1415e-01        30.70       1.000           6.0
   9      1.2860e+04     1.2603e-01        37.88       0.999           6.5
  10      1.7134e+04     1.4426e-01        45.27       1.000           7.1
  11      2.2829e+04     1.7096e-01        52.25       0.999           7.7
  12      3.0417e+04     2.0867e-01        58.43       0.999           8.2
  13      4.0526e+04     2.5970e-01        63.46       0.999           8.7
  14      5.3996e+04     3.2804e-01        67.68       1.000           9.3
  15      7.1943e+04     4.1908e-01        71.00       0.999           9.8
  16      9.5855e+04     5.3738e-01        73.67       0.999          10.4
  17      1.2771e+05     6.9076e-01        75.79       0.999          10.9
  18      1.7016e+05     8.9959e-01        78.60       0.999          11.9
  19      2.2672e+05     1.1683e+00        80.45       1.000          12.7
  20      3.0208e+05     1.5247e+00        81.62       0.999          13.3
  21      4.0248e+05     1.9917e+00        83.03       0.999          13.8
  22      5.3625e+05     2.6648e+00        84.18       0.999          14.6
  23      7.1449e+05     3.5310e+00        84.27       0.999          15.4
  24      9.5196e+05     4.6409e+00        84.93       0.999          15.9
  25      1.2684e+06     6.4565e+00        85.65       0.999          16.4
  26      1.6899e+06     7.8631e+00        90.22       0.995          17.2
  27      2.2516e+06     1.0829e+01        86.87       0.996          18.1
  28      3.0000e+06     1.4420e+01        88.33       0.992          18.7
  29      2.2516e+06     1.0740e+01        86.37       0.995          19.2
  30      1.6899e+06     9.1273e+00        86.38       0.996          20.0
  31      1.2684e+06     6.4572e+00        85.89       0.999          20.8
  32      9.5196e+05     4.6312e+00        85.70       0.997          21.3
  33      7.1449e+05     3.5103e+00        85.29       0.998          21.8
  34      5.3625e+05     2.6396e+00        84.08       0.999          22.4
  35      4.0248e+05     1.9988e+00        82.94       0.998          23.1
  36      3.0208e+05     1.5296e+00        81.81       0.999          23.9
  37      2.2672e+05     1.1675e+00        80.43       1.000          24.5
  38      1.7016e+05     8.9780e-01        78.75       1.000          25.0
  39      1.2771e+05     6.9449e-01        76.64       1.000          25.6
  40      9.5855e+04     5.3776e-01        74.30       0.999          26.2
  41      7.1943e+04     4.1945e-01        71.48       1.000          26.7
  42      5.3996e+04     3.2809e-01        67.62       1.000          27.6
  43      4.0526e+04     2.5972e-01        63.48       1.000          28.5
  44      3.0417e+04     2.0862e-01        58.44       0.999          29.0
  45      2.2829e+04     1.7089e-01        52.25       1.000          29.6
  46      1.7134e+04     1.4415e-01        45.27       0.999          30.1
  47      1.2860e+04     1.2599e-01        37.89       0.999          30.7
  48      9.6518e+03     1.1409e-01        30.71       0.999          31.3
  49      7.2441e+03     1.0670e-01        24.15       1.000          31.8
  50      5.4370e+03     1.0222e-01        18.59       1.000          32.3
  51      4.0807e+03     9.9648e-02        14.06       1.000          32.9
  52      3.0627e+03     9.8316e-02        10.50       1.000          33.5
  53      2.2987e+03     9.7614e-02         7.68       1.000          34.0
  54      1.7253e+03     9.7348e-02         5.53       1.000          34.6
  55      1.2949e+03     9.7326e-02         3.86       1.000          35.1
  56      9.7186e+02     9.7467e-02         2.61       1.000          35.7
  57      7.2942e+02     9.7704e-02         1.63       1.000          36.2
  58      5.4746e+02     9.7999e-02         0.85       1.000          36.8
  59      4.1089e+02     9.8283e-02        -0.01       1.000          37.3
  60      3.0839e+02     9.8676e-02        -0.43       1.000          37.9
  61      2.3146e+02     9.9093e-02        -0.85       1.000          38.4
  62      1.7372e+02     9.9570e-02        -1.16       1.000          38.9
  63      1.3038e+02     1.0008e-01        -1.36       1.000          39.5
  64      9.7859e+01     1.0054e-01        -1.71       1.000          40.1
  65      7.3447e+01     1.0110e-01        -1.89       1.000          40.8
  66      5.4991e+01     1.0169e-01        -1.99       1.000          42.3
  67      4.0675e+01     1.0234e-01        -2.24       1.000          44.2
  68      2.9692e+01     1.0301e-01        -2.57       1.000          45.7
  69      2.1366e+01     1.0377e-01        -2.96       1.000          47.4
  70      1.5137e+01     1.0470e-01        -3.52       1.000          49.4
  71      1.0545e+01     1.0582e-01        -4.28       1.000          51.7
  72      7.2118e+00     1.0748e-01        -5.57       1.000          54.6
  73      4.8357e+00     1.1021e-01        -6.64       1.000          58.2
  74      3.1743e+00     1.1446e-01        -8.17       1.000          62.8
  75      2.0373e+00     1.2097e-01        -9.25       1.000          69.0
  76      1.2772e+00     1.2935e-01        -9.67       1.000          78.8
  77      7.8169e-01     1.3824e-01        -8.68       1.000          91.8
  78      4.6733e-01     1.4539e-01        -7.08       1.000         111.6
  79      2.7337e-01     1.5058e-01        -5.52       1.000         138.1
  80      1.5697e-01     1.5368e-01        -4.39       1.000         177.0
  81      8.8914e-02     1.5671e-01        -3.99       0.999         228.5
  82      5.0000e-02     1.5875e-01        -4.06       1.000         292.9

