File.......:  varta nimh 2 at 1.367v - MAR,21.2018

System.....:  Varta NiMH 2 at 1.367v
Potential..:  1.367V
Current....:  -244.8uA
Temperature:  -0.6 +-0.0 C
Time.......:  08:18:58 - 08:24:14
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   82
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2949e+03     8.9452e-02         3.65       1.000           0.0
   2      1.7253e+03     8.9423e-02         5.30       1.000           2.6
   3      2.2987e+03     8.9620e-02         7.42       1.000           3.2
   4      3.0627e+03     9.0213e-02        10.19       1.000           3.7
   5      4.0807e+03     9.1384e-02        13.71       1.000           4.3
   6      5.4370e+03     9.3650e-02        18.17       1.000           4.9
   7      7.2441e+03     9.7595e-02        23.64       1.000           5.4
   8      9.6518e+03     1.0419e-01        30.11       1.000           6.0
   9      1.2860e+04     1.1474e-01        37.22       0.999           6.5
  10      1.7134e+04     1.3089e-01        44.54       0.999           7.1
  11      2.2829e+04     1.5464e-01        51.53       0.999           7.7
  12      3.0417e+04     1.8821e-01        57.72       1.000           8.2
  13      4.0526e+04     2.3363e-01        62.84       1.000           8.7
  14      5.3996e+04     2.9477e-01        67.05       0.999           9.3
  15      7.1943e+04     3.7521e-01        70.39       0.999           9.8
  16      9.5855e+04     4.8045e-01        73.20       0.999          10.4
  17      1.2771e+05     6.2174e-01        75.43       1.000          10.9
  18      1.7016e+05     8.0501e-01        77.27       0.998          11.5
  19      2.2672e+05     1.0441e+00        80.07       0.999          12.4
  20      3.0208e+05     1.3625e+00        81.43       1.000          13.3
  21      4.0248e+05     1.7798e+00        82.75       0.998          13.8
  22      5.3625e+05     2.3628e+00        84.05       0.999          14.6
  23      7.1449e+05     3.0922e+00        84.16       0.999          15.4
  24      9.5196e+05     4.1059e+00        85.36       0.998          15.9
  25      1.2684e+06     5.6949e+00        85.15       0.996          16.4
  26      1.6899e+06     7.6383e+00        85.87       0.995          16.9
  27      2.2516e+06     9.5074e+00        86.60       0.996          17.8
  28      3.0000e+06     1.2990e+01        91.05       0.994          18.7
  29      2.2516e+06     9.4901e+00        86.32       0.996          19.2
  30      1.6899e+06     7.9606e+00        85.95       0.998          20.0
  31      1.2684e+06     5.6820e+00        85.99       0.998          20.8
  32      9.5196e+05     4.1737e+00        85.23       0.997          21.3
  33      7.1449e+05     3.1154e+00        84.02       0.999          21.8
  34      5.3625e+05     2.3671e+00        83.30       0.999          22.4
  35      4.0248e+05     1.7818e+00        83.00       0.999          23.1
  36      3.0208e+05     1.3603e+00        81.58       0.999          23.9
  37      2.2672e+05     1.0422e+00        80.01       1.000          24.5
  38      1.7016e+05     8.0143e-01        78.24       0.999          25.0
  39      1.2771e+05     6.1885e-01        76.28       1.000          25.6
  40      9.5855e+04     4.8074e-01        73.84       0.999          26.2
  41      7.1943e+04     3.7467e-01        70.47       0.999          27.1
  42      5.3996e+04     2.9438e-01        67.10       1.000          28.0
  43      4.0526e+04     2.3346e-01        62.82       1.000          28.5
  44      3.0417e+04     1.8809e-01        57.77       0.999          29.0
  45      2.2829e+04     1.5455e-01        51.56       1.000          29.6
  46      1.7134e+04     1.3085e-01        44.58       0.999          30.1
  47      1.2860e+04     1.1463e-01        37.25       0.999          30.7
  48      9.6518e+03     1.0406e-01        30.14       0.999          31.3
  49      7.2441e+03     9.7484e-02        23.66       1.000          31.8
  50      5.4370e+03     9.3522e-02        18.18       1.000          32.3
  51      4.0807e+03     9.1260e-02        13.72       1.000          32.9
  52      3.0627e+03     9.0071e-02        10.20       1.000          33.5
  53      2.2987e+03     8.9479e-02         7.42       1.000          34.0
  54      1.7253e+03     8.9269e-02         5.29       1.000          34.6
  55      1.2949e+03     8.9294e-02         3.65       1.000          35.1
  56      9.7186e+02     8.9455e-02         2.41       1.000          35.7
  57      7.2942e+02     8.9704e-02         1.43       1.000          36.2
  58      5.4746e+02     9.0020e-02         0.66       1.000          36.8
  59      4.1089e+02     9.0303e-02        -0.20       1.000          37.3
  60      3.0839e+02     9.0721e-02        -0.62       1.000          37.9
  61      2.3146e+02     9.1166e-02        -1.03       1.000          38.4
  62      1.7372e+02     9.1643e-02        -1.36       1.000          38.9
  63      1.3038e+02     9.2154e-02        -1.59       1.000          39.5
  64      9.7859e+01     9.2678e-02        -1.95       1.000          40.1
  65      7.3447e+01     9.3267e-02        -2.15       1.000          40.8
  66      5.4991e+01     9.3842e-02        -2.28       1.000          42.3
  67      4.0675e+01     9.4511e-02        -2.55       1.000          44.2
  68      2.9692e+01     9.5197e-02        -2.91       1.000          45.7
  69      2.1366e+01     9.5958e-02        -3.33       1.000          47.4
  70      1.5137e+01     9.6913e-02        -3.93       1.000          49.4
  71      1.0545e+01     9.8112e-02        -4.80       1.000          51.7
  72      7.2118e+00     9.9761e-02        -6.21       1.000          54.6
  73      4.8357e+00     1.0247e-01        -7.49       1.000          58.1
  74      3.1743e+00     1.0677e-01        -9.30       1.000          62.8
  75      2.0373e+00     1.1358e-01       -10.76       1.000          69.0
  76      1.2772e+00     1.2294e-01       -11.51       1.000          78.8
  77      7.8169e-01     1.3329e-01       -10.58       1.000          91.8
  78      4.6733e-01     1.4223e-01        -8.78       1.000         111.6
  79      2.7337e-01     1.4879e-01        -6.75       1.000         138.1
  80      1.5697e-01     1.5295e-01        -5.25       1.000         177.0
  81      8.8914e-02     1.5595e-01        -4.63       1.000         228.5
  82      5.0000e-02     1.5927e-01        -4.27       0.999         292.9

