File.......:  varta nimh 2 at 1.289v 75% discharged - MAR,21.2018

System.....:  Varta NiMH 2 at 1.289v
Potential..:  1.291V
Current....:  -19.072mA
Temperature:  -0.6 +-0.0 C
Time.......:  12:05:18 - 12:10:33
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   82
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2949e+03     9.6614e-02         4.09       1.000           0.0
   2      1.7253e+03     9.6647e-02         5.83       1.000           2.7
   3      2.2987e+03     9.6945e-02         8.08       1.000           3.3
   4      3.0627e+03     9.7700e-02        11.03       1.000           3.8
   5      4.0807e+03     9.9140e-02        14.75       1.000           4.4
   6      5.4370e+03     1.0190e-01        19.47       1.000           5.0
   7      7.2441e+03     1.0671e-01        25.24       0.999           5.5
   8      9.6518e+03     1.1465e-01        31.99       0.999           6.1
   9      1.2860e+04     1.2737e-01        39.33       0.999           6.6
  10      1.7134e+04     1.4683e-01        46.76       1.000           7.2
  11      2.2829e+04     1.7509e-01        53.73       1.000           7.8
  12      3.0417e+04     2.1507e-01        59.80       1.000           8.3
  13      4.0526e+04     2.6896e-01        64.73       1.000           8.8
  14      5.3996e+04     3.4082e-01        68.80       1.000           9.4
  15      7.1943e+04     4.3675e-01        72.00       0.999           9.9
  16      9.5855e+04     5.6258e-01        74.60       0.999          10.5
  17      1.2771e+05     7.2845e-01        76.37       0.998          11.0
  18      1.7016e+05     9.4535e-01        79.32       0.999          12.0
  19      2.2672e+05     1.2275e+00        80.94       0.999          12.8
  20      3.0208e+05     1.6162e+00        82.09       0.999          13.4
  21      4.0248e+05     2.0996e+00        83.44       0.998          13.9
  22      5.3625e+05     2.7925e+00        83.76       0.999          14.7
  23      7.1449e+05     3.7498e+00        84.88       0.997          15.5
  24      9.5196e+05     4.9816e+00        85.92       0.998          16.0
  25      1.2684e+06     6.7320e+00        86.60       0.998          16.5
  26      1.6899e+06     8.7209e+00        88.96       0.997          17.3
  27      2.2516e+06     1.1182e+01        87.48       0.997          18.2
  28      3.0000e+06     1.6023e+01        87.99       0.994          18.8
  29      2.2516e+06     1.1698e+01        87.25       0.995          19.3
  30      1.6899e+06     9.7246e+00        85.49       0.998          20.1
  31      1.2684e+06     6.7130e+00        85.15       0.998          20.9
  32      9.5196e+05     4.9236e+00        85.15       0.999          21.4
  33      7.1449e+05     3.6857e+00        85.07       0.998          21.9
  34      5.3625e+05     2.7940e+00        83.66       0.999          22.5
  35      4.0248e+05     2.1102e+00        83.68       0.999          23.2
  36      3.0208e+05     1.6043e+00        82.27       1.000          24.0
  37      2.2672e+05     1.2335e+00        80.96       0.999          24.6
  38      1.7016e+05     9.4441e-01        79.29       0.999          25.1
  39      1.2771e+05     7.2670e-01        77.37       1.000          25.7
  40      9.5855e+04     5.6203e-01        75.24       1.000          26.3
  41      7.1943e+04     4.3742e-01        72.45       0.999          26.8
  42      5.3996e+04     3.4125e-01        68.74       1.000          27.7
  43      4.0526e+04     2.6894e-01        64.77       1.000          28.6
  44      3.0417e+04     2.1501e-01        59.83       1.000          29.1
  45      2.2829e+04     1.7511e-01        53.74       0.999          29.7
  46      1.7134e+04     1.4673e-01        46.77       0.999          30.2
  47      1.2860e+04     1.2732e-01        39.32       1.000          30.8
  48      9.6518e+03     1.1461e-01        32.01       0.999          31.4
  49      7.2441e+03     1.0666e-01        25.24       0.999          31.9
  50      5.4370e+03     1.0186e-01        19.47       1.000          32.4
  51      4.0807e+03     9.9091e-02        14.75       1.000          33.0
  52      3.0627e+03     9.7644e-02        11.02       1.000          33.6
  53      2.2987e+03     9.6888e-02         8.08       1.000          34.1
  54      1.7253e+03     9.6594e-02         5.83       1.000          34.7
  55      1.2949e+03     9.6556e-02         4.09       1.000          35.2
  56      9.7186e+02     9.6697e-02         2.79       1.000          35.8
  57      7.2942e+02     9.6923e-02         1.76       1.000          36.3
  58      5.4746e+02     9.7214e-02         0.96       1.000          36.9
  59      4.1089e+02     9.7477e-02         0.07       1.000          37.4
  60      3.0839e+02     9.7890e-02        -0.36       1.000          38.0
  61      2.3146e+02     9.8292e-02        -0.77       1.000          38.5
  62      1.7372e+02     9.8742e-02        -1.08       1.000          39.0
  63      1.3038e+02     9.9221e-02        -1.30       1.000          39.6
  64      9.7859e+01     9.9699e-02        -1.64       1.000          40.2
  65      7.3447e+01     1.0022e-01        -1.83       1.000          40.9
  66      5.4991e+01     1.0080e-01        -1.90       1.000          42.4
  67      4.0675e+01     1.0141e-01        -2.17       1.000          44.3
  68      2.9692e+01     1.0205e-01        -2.49       1.000          45.8
  69      2.1366e+01     1.0285e-01        -2.87       1.000          47.5
  70      1.5137e+01     1.0375e-01        -3.40       1.000          49.5
  71      1.0545e+01     1.0489e-01        -4.13       1.000          51.8
  72      7.2118e+00     1.0657e-01        -5.32       1.000          54.7
  73      4.8357e+00     1.0932e-01        -6.23       1.000          58.3
  74      3.1743e+00     1.1333e-01        -7.52       1.000          62.9
  75      2.0373e+00     1.1935e-01        -8.17       1.000          69.1
  76      1.2772e+00     1.2644e-01        -8.28       1.000          78.9
  77      7.8169e-01     1.3347e-01        -7.20       1.000          91.9
  78      4.6733e-01     1.3884e-01        -5.81       1.000         111.7
  79      2.7337e-01     1.4252e-01        -4.63       1.000         138.2
  80      1.5697e-01     1.4500e-01        -3.79       1.000         177.1
  81      8.8914e-02     1.4757e-01        -3.49       1.000         228.6
  82      5.0000e-02     1.4968e-01        -3.62       1.000         293.0

