File.......:  nimh3-0100-1 - AUG,02.2023

System.....:  NiMH3 2000mAh
Potential..:  1.343V
Current....:  100.1mA
Temperature:  -0.6 +-0.0 C
Time.......:  12:59:58 - 13:05:16
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.3202e-02         7.61       0.999           0.0
   2      1.7128e+03     7.3628e-02        10.28       1.000           1.6
   3      2.2806e+03     7.4695e-02        13.64       1.000           2.6
   4      3.0367e+03     7.6574e-02        18.00       0.999           3.6
   5      4.0433e+03     7.9474e-02        23.18       1.000           4.6
   6      5.3837e+03     8.4541e-02        29.58       0.999           5.7
   7      7.1684e+03     9.2905e-02        36.60       0.999           6.7
   8      9.5446e+03     1.0590e-01        43.69       0.998           7.8
   9      1.2709e+04     1.2430e-01        51.02       0.999           8.9
  10      1.6922e+04     1.5070e-01        57.11       0.998          10.0
  11      2.2531e+04     1.8673e-01        62.52       0.998          11.1
  12      3.0000e+04     2.3483e-01        66.89       0.999          12.1
  13      2.2531e+04     1.8676e-01        62.52       0.999          13.1
  14      1.6922e+04     1.5079e-01        57.16       0.998          14.2
  15      1.2709e+04     1.2419e-01        51.02       0.998          15.3
  16      9.5446e+03     1.0587e-01        44.17       1.000          16.3
  17      7.1684e+03     9.2866e-02        36.49       1.000          17.4
  18      5.3837e+03     8.4636e-02        29.45       0.999          18.5
  19      4.0433e+03     7.9560e-02        23.20       1.000          19.6
  20      3.0367e+03     7.6422e-02        17.87       1.000          20.6
  21      2.2806e+03     7.4731e-02        13.63       1.000          21.6
  22      1.7128e+03     7.3726e-02        10.30       1.000          22.6
  23      1.2864e+03     7.3212e-02         7.57       1.000          23.6
  24      9.6613e+02     7.2965e-02         5.66       1.000          24.5
  25      7.2560e+02     7.2882e-02         4.11       1.000          25.5
  26      5.4495e+02     7.2768e-02         2.94       1.000          26.5
  27      4.0928e+02     7.2868e-02         1.66       0.997          28.2
  28      3.0738e+02     7.3377e-02         1.31       0.999          30.2
  29      2.3085e+02     7.3214e-02         0.57       0.999          31.7
  30      1.7338e+02     7.3138e-02         0.13       0.999          33.2
  31      1.3021e+02     7.3694e-02         0.07       0.999          34.7
  32      9.7794e+01     7.3793e-02        -0.44       0.997          36.3
  33      7.3447e+01     7.3131e-02        -0.35       0.998          37.9
  34      5.4991e+01     7.4370e-02        -0.94       0.998          39.7
  35      4.0675e+01     7.3636e-02        -1.16       1.000          41.5
  36      2.9692e+01     7.4258e-02        -0.80       0.999          43.5
  37      2.1366e+01     7.4638e-02        -1.34       0.997          45.6
  38      1.5137e+01     7.5447e-02        -2.36       0.999          48.0
  39      1.0545e+01     7.5729e-02        -1.73       0.999          50.8
  40      7.2118e+00     7.7547e-02        -3.01       0.996          54.1
  41      4.8357e+00     7.7064e-02        -3.38       0.998          58.1
  42      3.1743e+00     8.0778e-02        -4.09       0.995          63.2
  43      2.0373e+00     7.9113e-02        -2.53       0.992          69.8
  44      1.2772e+00     8.3510e-02        -4.94       0.999          80.2
  45      7.8169e-01     8.5704e-02        -4.76       0.999          93.7
  46      4.6733e-01     8.8834e-02        -4.17       0.999         113.9
  47      2.7337e-01     8.9919e-02        -3.48       0.999         140.8
  48      1.5697e-01     9.0604e-02        -3.67       0.998         180.2
  49      8.8914e-02     9.2587e-02        -2.58       0.999         232.2
  50      5.0000e-02     9.4584e-02        -3.69       0.995         297.0

