File.......:  nimh2-0100-4 - AUG,02.2023

System.....:  NiMH2 2000mAh
Potential..:  1.383V
Current....:  99.739mA
Temperature:  -0.6 +-0.0 C
Time.......:  12:39:35 - 12:44:56
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.2916e-02         7.51       1.000           0.0
   2      1.7128e+03     7.3426e-02        10.12       1.000           1.7
   3      2.2806e+03     7.4387e-02        13.48       1.000           2.8
   4      3.0367e+03     7.6096e-02        17.71       1.000           3.8
   5      4.0433e+03     7.9023e-02        22.95       1.000           4.9
   6      5.3837e+03     8.4015e-02        29.26       1.000           6.0
   7      7.1684e+03     9.2123e-02        36.27       1.000           7.0
   8      9.5446e+03     1.0459e-01        43.58       0.999           8.1
   9      1.2709e+04     1.2305e-01        50.63       0.998           9.1
  10      1.6922e+04     1.4895e-01        56.88       0.999          10.2
  11      2.2531e+04     1.8486e-01        62.24       0.999          11.3
  12      3.0000e+04     2.3203e-01        66.98       0.999          12.5
  13      2.2531e+04     1.8446e-01        62.47       0.998          13.6
  14      1.6922e+04     1.4910e-01        56.85       0.999          14.8
  15      1.2709e+04     1.2300e-01        50.67       0.999          16.0
  16      9.5446e+03     1.0455e-01        43.55       0.999          17.1
  17      7.1684e+03     9.2069e-02        36.26       1.000          18.1
  18      5.3837e+03     8.4079e-02        29.29       1.000          19.2
  19      4.0433e+03     7.9056e-02        22.96       1.000          20.3
  20      3.0367e+03     7.6058e-02        17.73       1.000          21.3
  21      2.2806e+03     7.4358e-02        13.43       1.000          22.4
  22      1.7128e+03     7.3376e-02        10.09       1.000          23.5
  23      1.2864e+03     7.2856e-02         7.50       1.000          24.5
  24      9.6613e+02     7.2678e-02         5.56       1.000          25.5
  25      7.2560e+02     7.2549e-02         4.04       1.000          26.6
  26      5.4495e+02     7.2543e-02         2.87       1.000          27.6
  27      4.0928e+02     7.2643e-02         1.73       1.000          29.5
  28      3.0738e+02     7.2710e-02         1.17       0.999          31.5
  29      2.3085e+02     7.2901e-02         0.49       0.999          33.1
  30      1.7338e+02     7.3022e-02         0.22       0.998          34.6
  31      1.3021e+02     7.3058e-02        -0.19       1.000          36.2
  32      9.7794e+01     7.3195e-02        -0.53       0.999          37.9
  33      7.3447e+01     7.3471e-02        -0.69       1.000          39.6
  34      5.4991e+01     7.3784e-02        -0.94       1.000          41.3
  35      4.0675e+01     7.3915e-02        -1.11       1.000          43.2
  36      2.9692e+01     7.4260e-02        -1.40       0.999          45.3
  37      2.1366e+01     7.4619e-02        -1.43       1.000          47.5
  38      1.5137e+01     7.5128e-02        -1.86       0.999          50.0
  39      1.0545e+01     7.5407e-02        -2.35       1.000          52.8
  40      7.2118e+00     7.6121e-02        -2.85       1.000          56.2
  41      4.8357e+00     7.7224e-02        -2.83       0.999          60.2
  42      3.1743e+00     7.8456e-02        -4.17       0.999          65.4
  43      2.0373e+00     8.0160e-02        -3.96       0.999          72.1
  44      1.2772e+00     8.2544e-02        -4.90       1.000          82.6
  45      7.8169e-01     8.5528e-02        -5.07       1.000          96.2
  46      4.6733e-01     8.8474e-02        -4.55       1.000         116.4
  47      2.7337e-01     9.0956e-02        -3.85       0.999         143.4
  48      1.5697e-01     9.2333e-02        -3.55       1.000         182.8
  49      8.8914e-02     9.3327e-02        -3.06       0.999         234.9
  50      5.0000e-02     9.5085e-02        -3.25       0.999         299.8

