File.......:  nimh2-0100-3 - AUG,02.2023

System.....:  NiMH2 2000mAh
Potential..:  1.373V
Current....:  99.736mA
Temperature:  -0.6 +-0.0 C
Time.......:  12:30:04 - 12:35:25
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.2919e-02         7.48       1.000           0.0
   2      1.7128e+03     7.3415e-02        10.11       1.000           1.7
   3      2.2806e+03     7.4384e-02        13.45       0.999           2.8
   4      3.0367e+03     7.6032e-02        17.73       1.000           3.8
   5      4.0433e+03     7.9036e-02        22.95       1.000           4.9
   6      5.3837e+03     8.4050e-02        29.23       0.999           6.0
   7      7.1684e+03     9.2141e-02        36.25       0.999           7.0
   8      9.5446e+03     1.0463e-01        43.54       0.999           8.1
   9      1.2709e+04     1.2312e-01        50.59       0.999           9.1
  10      1.6922e+04     1.4892e-01        56.88       0.999          10.2
  11      2.2531e+04     1.8450e-01        62.19       1.000          11.3
  12      3.0000e+04     2.3216e-01        66.89       1.000          12.5
  13      2.2531e+04     1.8462e-01        62.44       0.998          13.6
  14      1.6922e+04     1.4885e-01        56.86       0.999          14.8
  15      1.2709e+04     1.2292e-01        50.62       1.000          16.0
  16      9.5446e+03     1.0453e-01        43.60       1.000          17.1
  17      7.1684e+03     9.2048e-02        36.31       0.999          18.1
  18      5.3837e+03     8.4074e-02        29.24       1.000          19.2
  19      4.0433e+03     7.9078e-02        22.85       0.999          20.3
  20      3.0367e+03     7.6098e-02        17.73       1.000          21.3
  21      2.2806e+03     7.4369e-02        13.41       0.999          22.4
  22      1.7128e+03     7.3417e-02        10.16       1.000          23.5
  23      1.2864e+03     7.2913e-02         7.55       1.000          24.5
  24      9.6613e+02     7.2674e-02         5.54       1.000          25.5
  25      7.2560e+02     7.2565e-02         4.06       1.000          26.6
  26      5.4495e+02     7.2561e-02         2.89       1.000          27.7
  27      4.0928e+02     7.2614e-02         1.59       1.000          29.5
  28      3.0738e+02     7.2723e-02         1.06       0.999          31.5
  29      2.3085e+02     7.2862e-02         0.61       1.000          33.1
  30      1.7338e+02     7.2950e-02         0.21       1.000          34.6
  31      1.3021e+02     7.2984e-02        -0.11       0.999          36.2
  32      9.7794e+01     7.3058e-02        -0.53       1.000          37.9
  33      7.3447e+01     7.3568e-02        -0.60       0.999          39.6
  34      5.4991e+01     7.3673e-02        -0.76       1.000          41.4
  35      4.0675e+01     7.3776e-02        -1.14       1.000          43.2
  36      2.9692e+01     7.4163e-02        -1.23       1.000          45.3
  37      2.1366e+01     7.4568e-02        -1.60       0.999          47.5
  38      1.5137e+01     7.5047e-02        -1.94       1.000          50.0
  39      1.0545e+01     7.5664e-02        -2.01       1.000          52.8
  40      7.2118e+00     7.6142e-02        -2.80       0.999          56.2
  41      4.8357e+00     7.7182e-02        -2.89       0.999          60.2
  42      3.1743e+00     7.8254e-02        -4.05       0.999          65.4
  43      2.0373e+00     8.0377e-02        -3.79       0.999          72.1
  44      1.2772e+00     8.2536e-02        -5.04       1.000          82.6
  45      7.8169e-01     8.5575e-02        -4.91       1.000          96.2
  46      4.6733e-01     8.8427e-02        -4.51       0.999         116.4
  47      2.7337e-01     9.0733e-02        -3.79       0.999         143.4
  48      1.5697e-01     9.2221e-02        -3.21       1.000         182.8
  49      8.8914e-02     9.3543e-02        -3.09       1.000         234.9
  50      5.0000e-02     9.4666e-02        -3.58       0.999         299.8

