Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.3241e-02         7.54       0.999           0.0
   2      1.7128e+03     7.3756e-02        10.18       1.000           1.6
   3      2.2806e+03     7.4691e-02        13.41       1.000           2.5
   4      3.0367e+03     7.6558e-02        17.69       1.000           3.5
   5      4.0433e+03     7.9379e-02        22.85       1.000           4.5
   6      5.3837e+03     8.4475e-02        29.19       0.999           5.5
   7      7.1684e+03     9.2338e-02        36.15       0.999           6.4
   8      9.5446e+03     1.0506e-01        43.56       0.999           7.4
   9      1.2709e+04     1.2340e-01        50.62       0.999           8.4
  10      1.6922e+04     1.4858e-01        57.02       0.999           9.6
  11      2.2531e+04     1.8439e-01        62.53       0.997          10.7
  12      3.0000e+04     2.3176e-01        67.05       0.996          11.7
  13      2.2531e+04     1.8406e-01        62.46       0.996          12.8
  14      1.6922e+04     1.4897e-01        57.03       0.998          13.8
  15      1.2709e+04     1.2353e-01        50.65       0.999          15.0
  16      9.5446e+03     1.0489e-01        43.57       0.999          16.1
  17      7.1684e+03     9.2288e-02        36.16       0.999          17.1
  18      5.3837e+03     8.4470e-02        29.11       0.999          18.0
  19      4.0433e+03     7.9564e-02        22.85       0.999          19.0
  20      3.0367e+03     7.6547e-02        17.75       0.999          20.0
  21      2.2806e+03     7.4730e-02        13.50       0.999          20.9
  22      1.7128e+03     7.3749e-02        10.17       1.000          21.9
  23      1.2864e+03     7.3284e-02         7.50       0.999          22.9
  24      9.6613e+02     7.3106e-02         5.51       1.000          23.8
  25      7.2560e+02     7.2776e-02         4.06       1.000          24.8
  26      5.4495e+02     7.2958e-02         2.85       1.000          25.7
  27      4.0928e+02     7.2915e-02         1.26       1.000          27.4
  28      3.0738e+02     7.2933e-02         1.17       0.999          29.4
  29      2.3085e+02     7.3432e-02         0.10       0.998          30.9
  30      1.7338e+02     7.3480e-02        -0.27       0.999          32.3
  31      1.3021e+02     7.3635e-02        -0.38       0.999          33.8
  32      9.7794e+01     7.3479e-02        -0.44       0.998          35.3
  33      7.3447e+01     7.4006e-02        -0.54       0.999          36.9
  34      5.4991e+01     7.3830e-02        -1.04       0.999          38.6
  35      4.0675e+01     7.4642e-02        -1.10       0.997          40.4
  36      2.9692e+01     7.4746e-02        -1.06       0.999          42.3
  37      2.1366e+01     7.4621e-02        -1.61       0.999          44.4
  38      1.5137e+01     7.5545e-02        -1.72       1.000          46.8
  39      1.0545e+01     7.5994e-02        -2.28       0.999          49.5
  40      7.2118e+00     7.6197e-02        -3.06       0.999          52.8
  41      4.8357e+00     7.7661e-02        -3.03       0.999          56.8
  42      3.1743e+00     7.9025e-02        -3.75       0.999          61.8
  43      2.0373e+00     8.0448e-02        -3.90       0.999          68.4
  44      1.2772e+00     8.2924e-02        -4.88       0.999          78.8
  45      7.8169e-01     8.5506e-02        -4.88       1.000          92.2
  46      4.6733e-01     8.9164e-02        -4.10       0.998         112.4
  47      2.7337e-01     9.1050e-02        -3.59       0.998         139.3
  48      1.5697e-01     9.1483e-02        -3.47       0.999         178.6
  49      8.8914e-02     9.4490e-02        -3.08       0.998         230.5
  50      5.0000e-02     9.4936e-02        -3.57       0.997         295.3

