File.......:  nimh1-0100-4 - AUG,02.2023

System.....:  NiMH1 2000mAh
Potential..:  1.382V
Current....:  99.745mA
Temperature:  -0.6 +-0.0 C
Time.......:  11:30:02 - 11:35:23
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.2159e-02         7.61       1.000           0.0
   2      1.7128e+03     7.2715e-02        10.21       1.000           1.7
   3      2.2806e+03     7.3661e-02        13.62       1.000           2.8
   4      3.0367e+03     7.5392e-02        17.93       0.999           3.8
   5      4.0433e+03     7.8435e-02        23.25       0.999           4.9
   6      5.3837e+03     8.3519e-02        29.57       1.000           6.0
   7      7.1684e+03     9.1621e-02        36.62       0.999           7.0
   8      9.5446e+03     1.0420e-01        43.90       0.999           8.1
   9      1.2709e+04     1.2283e-01        50.95       1.000           9.1
  10      1.6922e+04     1.4890e-01        57.09       0.999          10.2
  11      2.2531e+04     1.8469e-01        62.47       0.999          11.3
  12      3.0000e+04     2.3258e-01        67.16       0.999          12.5
  13      2.2531e+04     1.8452e-01        62.73       0.999          13.6
  14      1.6922e+04     1.4883e-01        57.16       1.000          14.8
  15      1.2709e+04     1.2280e-01        50.95       0.999          16.0
  16      9.5446e+03     1.0424e-01        43.93       0.999          17.1
  17      7.1684e+03     9.1597e-02        36.59       0.999          18.1
  18      5.3837e+03     8.3418e-02        29.53       0.999          19.2
  19      4.0433e+03     7.8365e-02        23.18       1.000          20.3
  20      3.0367e+03     7.5392e-02        17.93       1.000          21.3
  21      2.2806e+03     7.3654e-02        13.60       1.000          22.4
  22      1.7128e+03     7.2684e-02        10.24       1.000          23.5
  23      1.2864e+03     7.2208e-02         7.61       1.000          24.5
  24      9.6613e+02     7.1970e-02         5.65       1.000          25.5
  25      7.2560e+02     7.1851e-02         4.13       1.000          26.6
  26      5.4495e+02     7.1852e-02         2.95       1.000          27.7
  27      4.0928e+02     7.1921e-02         1.59       0.999          29.5
  28      3.0738e+02     7.1970e-02         1.16       0.999          31.5
  29      2.3085e+02     7.2244e-02         0.51       1.000          33.1
  30      1.7338e+02     7.2536e-02         0.14       0.999          34.6
  31      1.3021e+02     7.2373e-02        -0.10       0.999          36.2
  32      9.7794e+01     7.2516e-02        -0.68       1.000          37.9
  33      7.3447e+01     7.2589e-02        -0.74       1.000          39.6
  34      5.4991e+01     7.2841e-02        -0.80       1.000          41.4
  35      4.0675e+01     7.3226e-02        -1.12       1.000          43.2
  36      2.9692e+01     7.3452e-02        -1.33       0.999          45.3
  37      2.1366e+01     7.3932e-02        -1.54       0.999          47.5
  38      1.5137e+01     7.4406e-02        -1.89       0.999          50.0
  39      1.0545e+01     7.4801e-02        -2.26       0.999          52.8
  40      7.2118e+00     7.5394e-02        -2.89       1.000          56.2
  41      4.8357e+00     7.6335e-02        -2.95       0.999          60.2
  42      3.1743e+00     7.7495e-02        -4.05       1.000          65.4
  43      2.0373e+00     7.9608e-02        -4.11       1.000          72.1
  44      1.2772e+00     8.2002e-02        -5.00       1.000          82.6
  45      7.8169e-01     8.4964e-02        -4.94       1.000          96.2
  46      4.6733e-01     8.7799e-02        -4.39       0.999         116.4
  47      2.7337e-01     9.0127e-02        -3.86       1.000         143.4
  48      1.5697e-01     9.1661e-02        -3.15       1.000         182.8
  49      8.8914e-02     9.2851e-02        -3.27       0.999         234.9
  50      5.0000e-02     9.4223e-02        -3.61       0.999         299.8

