File.......:  nimh1-0100-2 - AUG,02.2023

System.....:  NiMH1 2000mAh
Potential..:  1.357V
Current....:  99.754mA
Temperature:  -0.6 +-0.0 C
Time.......:  11:10:07 - 11:15:29
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.2289e-02         7.60       1.000           0.0
   2      1.7128e+03     7.2794e-02        10.21       0.999           1.7
   3      2.2806e+03     7.3778e-02        13.62       1.000           2.8
   4      3.0367e+03     7.5442e-02        17.94       1.000           3.8
   5      4.0433e+03     7.8477e-02        23.25       1.000           4.9
   6      5.3837e+03     8.3527e-02        29.53       1.000           6.0
   7      7.1684e+03     9.1669e-02        36.61       1.000           7.0
   8      9.5446e+03     1.0443e-01        43.86       0.999           8.1
   9      1.2709e+04     1.2277e-01        50.95       0.999           9.1
  10      1.6922e+04     1.4909e-01        57.14       1.000          10.2
  11      2.2531e+04     1.8467e-01        62.48       0.998          11.3
  12      3.0000e+04     2.3229e-01        67.15       1.000          12.5
  13      2.2531e+04     1.8478e-01        62.72       0.999          13.6
  14      1.6922e+04     1.4902e-01        57.19       0.999          14.8
  15      1.2709e+04     1.2291e-01        50.93       0.999          16.0
  16      9.5446e+03     1.0430e-01        43.93       1.000          17.1
  17      7.1684e+03     9.1700e-02        36.52       0.999          18.1
  18      5.3837e+03     8.3559e-02        29.51       1.000          19.2
  19      4.0433e+03     7.8448e-02        23.18       1.000          20.3
  20      3.0367e+03     7.5426e-02        17.93       1.000          21.3
  21      2.2806e+03     7.3747e-02        13.65       1.000          22.4
  22      1.7128e+03     7.2762e-02        10.23       1.000          23.5
  23      1.2864e+03     7.2315e-02         7.59       1.000          24.5
  24      9.6613e+02     7.2001e-02         5.61       1.000          25.5
  25      7.2560e+02     7.1867e-02         4.16       1.000          26.6
  26      5.4495e+02     7.1915e-02         2.91       1.000          27.7
  27      4.0928e+02     7.2113e-02         1.80       0.999          29.5
  28      3.0738e+02     7.2016e-02         1.17       0.999          31.5
  29      2.3085e+02     7.2096e-02         0.68       0.999          33.1
  30      1.7338e+02     7.2188e-02         0.10       0.999          34.6
  31      1.3021e+02     7.2351e-02        -0.14       1.000          36.2
  32      9.7794e+01     7.2646e-02        -0.54       0.999          37.9
  33      7.3447e+01     7.2617e-02        -0.79       0.999          39.6
  34      5.4991e+01     7.3054e-02        -0.85       1.000          41.3
  35      4.0675e+01     7.3255e-02        -0.89       1.000          43.2
  36      2.9692e+01     7.3469e-02        -1.38       0.999          45.3
  37      2.1366e+01     7.3962e-02        -1.59       0.999          47.5
  38      1.5137e+01     7.4440e-02        -2.01       0.999          50.0
  39      1.0545e+01     7.4757e-02        -2.24       0.999          52.8
  40      7.2118e+00     7.5380e-02        -2.83       0.999          56.2
  41      4.8357e+00     7.6567e-02        -2.86       0.999          60.2
  42      3.1743e+00     7.7608e-02        -4.23       0.999          65.4
  43      2.0373e+00     7.9638e-02        -3.91       0.998          72.1
  44      1.2772e+00     8.2012e-02        -4.97       0.999          82.6
  45      7.8169e-01     8.5113e-02        -4.82       0.999          96.2
  46      4.6733e-01     8.7733e-02        -4.35       1.000         116.4
  47      2.7337e-01     8.9805e-02        -3.66       1.000         143.4
  48      1.5697e-01     9.1244e-02        -3.30       1.000         182.8
  49      8.8914e-02     9.3109e-02        -3.34       0.999         234.9
  50      5.0000e-02     9.4030e-02        -3.36       1.000         299.8

