File.......:  nimh3-0100-4 - AUG,02.2023

System.....:  NiMH3 2000mAh
Potential..:  1.383V
Current....:  100.12mA
Temperature:  -0.6 +-0.0 C
Time.......:  13:29:20 - 13:35:16
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.2894e-02         7.60       1.000           0.0
   2      1.7128e+03     7.3437e-02        10.26       1.000           1.6
   3      2.2806e+03     7.4461e-02        13.69       1.000           2.6
   4      3.0367e+03     7.6148e-02        17.99       0.999           3.6
   5      4.0433e+03     7.9299e-02        23.27       0.999           4.6
   6      5.3837e+03     8.4369e-02        29.65       0.999           5.7
   7      7.1684e+03     9.2535e-02        36.54       1.000           6.7
   8      9.5446e+03     1.0538e-01        44.09       0.999           7.8
   9      1.2709e+04     1.2370e-01        51.02       0.996           8.9
  10      1.6922e+04     1.5080e-01        57.21       0.999          10.0
  11      2.2531e+04     1.8674e-01        62.64       0.994          11.1
  12      3.0000e+04     2.3453e-01        66.99       1.000          12.1
  13      2.2531e+04     1.8638e-01        62.54       0.999          13.1
  14      1.6922e+04     1.5065e-01        57.38       0.995          14.2
  15      1.2709e+04     1.2378e-01        51.00       0.999          15.3
  16      9.5446e+03     1.0469e-01        43.56       0.998          16.3
  17      7.1684e+03     9.2570e-02        36.63       0.999          17.4
  18      5.3837e+03     8.4433e-02        29.62       0.999          18.5
  19      4.0433e+03     7.9188e-02        23.37       1.000          19.6
  20      3.0367e+03     7.6095e-02        18.01       0.999          20.6
  21      2.2806e+03     7.4351e-02        13.69       1.000          21.6
  22      1.7128e+03     7.3236e-02        10.38       1.000          22.6
  23      1.2864e+03     7.2890e-02         7.58       0.999          23.6
  24      9.6613e+02     7.2477e-02         5.66       1.000          24.5
  25      7.2560e+02     7.2664e-02         4.14       1.000          25.5
  26      5.4495e+02     7.2593e-02         2.99       1.000          26.5
  27      4.0928e+02     7.2333e-02         1.61       0.999          28.2
  28      3.0738e+02     7.1839e-02         1.06       0.998          30.2
  29      2.3085e+02     7.2854e-02         0.72       0.997          31.7
  30      1.7338e+02     7.3795e-02         0.21       0.998          33.2
  31      1.3021e+02     7.3760e-02        -0.01       0.999          34.7
  32      9.7794e+01     7.3382e-02        -0.70       0.998          36.3
  33      7.3447e+01     7.3499e-02        -0.81       0.999          37.9
  34      5.4991e+01     7.3413e-02        -1.00       0.999          39.7
  35      4.0675e+01     7.3754e-02        -1.11       0.999          41.5
  36      2.9692e+01     7.4228e-02        -1.73       0.998          43.5
  37      2.1366e+01     7.4564e-02        -1.63       0.998          45.6
  38      1.5137e+01     7.5209e-02        -2.00       0.998          48.0
  39      1.0545e+01     7.5461e-02        -2.36       0.999          50.8
  40      7.2118e+00     7.6717e-02        -3.13       0.998          54.1
  41      4.8357e+00     7.6562e-02        -3.45       0.998          58.1
  42      3.1743e+00     7.8963e-02        -4.12       0.997          63.2
  43      2.0373e+00     7.9549e-02        -3.53       0.996          69.8
  44      1.2772e+00     8.2814e-02        -4.90       0.999          80.2
  45      7.8169e-01     8.5929e-02        -4.79       0.999          93.7
  46      4.6733e-01     8.8576e-02        -4.92       0.999         113.9
  47      2.7337e-01     8.9975e-02        -3.66       0.998         140.8
  48      1.5697e-01     9.1481e-02        -3.23       0.998         180.2
  49      8.8914e-02     9.3075e-02        -3.43       0.999         270.4
  50      5.0000e-02     9.4915e-02        -3.06       0.998         335.3

