File.......:  nimh4-0100-3 - AUG,07.2023

System.....:  NiMH 4 2000mAh
Potential..:  1.371V
Current....:  99.745mA
Temperature:  -0.6 +-0.1 C
Time.......:  13:17:32 - 13:21:09
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   58
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.1000e+03     6.8598e-02         6.32       1.000           0.0
   2      1.4582e+03     6.8921e-02         8.50       1.000           1.8
   3      1.9329e+03     6.9493e-02        11.33       1.000           2.8
   4      2.5623e+03     7.0624e-02        14.94       1.000           3.8
   5      3.3966e+03     7.2570e-02        19.52       0.999           4.9
   6      4.5025e+03     7.5972e-02        25.04       1.000           5.9
   7      5.9686e+03     8.1473e-02        31.45       0.999           7.0
   8      7.9119e+03     9.0107e-02        38.55       0.999           8.1
   9      1.0488e+04     1.0340e-01        45.61       1.000           9.2
  10      1.3903e+04     1.2239e-01        52.19       1.000          10.2
  11      1.8430e+04     1.4862e-01        58.04       0.999          11.3
  12      2.4431e+04     1.8403e-01        62.93       0.999          12.3
  13      3.2385e+04     2.3029e-01        67.32       0.999          13.5
  14      4.2930e+04     2.9144e-01        70.64       0.998          14.7
  15      5.6908e+04     3.7239e-01        73.50       0.999          15.8
  16      7.5437e+04     4.7949e-01        75.70       0.999          16.8
  17      1.0000e+05     6.1404e-01        77.85       0.999          17.9
  18      7.5437e+04     4.7831e-01        75.80       0.999          18.9
  19      5.6908e+04     3.7215e-01        73.50       0.999          20.0
  20      4.2930e+04     2.9169e-01        70.80       0.998          21.0
  21      3.2385e+04     2.3014e-01        67.21       0.999          22.1
  22      2.4431e+04     1.8391e-01        63.20       0.999          23.2
  23      1.8430e+04     1.4888e-01        58.06       1.000          24.3
  24      1.3903e+04     1.2233e-01        52.17       0.998          25.5
  25      1.0488e+04     1.0322e-01        45.64       1.000          26.6
  26      7.9119e+03     9.0360e-02        38.64       0.999          27.7
  27      5.9686e+03     8.1523e-02        31.51       0.999          28.7
  28      4.5025e+03     7.5940e-02        25.01       0.999          29.8
  29      3.3966e+03     7.2613e-02        19.48       0.999          30.9
  30      2.5623e+03     7.0607e-02        14.98       1.000          31.9
  31      1.9329e+03     6.9510e-02        11.32       1.000          33.0
  32      1.4582e+03     6.8925e-02         8.49       1.000          34.0
  33      1.1000e+03     6.8565e-02         6.31       1.000          35.1
  34      8.2981e+02     6.8424e-02         4.69       1.000          36.1
  35      6.2599e+02     6.8463e-02         3.38       1.000          37.2
  36      4.7223e+02     6.8501e-02         2.37       0.999          39.0
  37      3.5624e+02     6.8407e-02         1.36       1.000          41.0
  38      2.6874e+02     6.8475e-02         0.95       0.999          42.6
  39      2.0273e+02     6.8495e-02         0.48       0.999          44.2
  40      1.5293e+02     6.8985e-02         0.07       0.999          45.7
  41      1.1537e+02     6.9029e-02        -0.55       0.999          47.3
  42      8.7031e+01     6.9078e-02        -0.50       1.000          49.0
  43      6.5649e+01     6.9477e-02        -0.83       0.999          50.7
  44      4.8890e+01     6.9513e-02        -0.87       1.000          52.6
  45      3.5902e+01     6.9741e-02        -1.27       1.000          54.5
  46      2.5963e+01     7.0212e-02        -1.53       1.000          56.6
  47      1.8462e+01     7.0806e-02        -1.89       0.999          58.9
  48      1.2888e+01     7.1100e-02        -2.29       1.000          61.4
  49      8.8167e+00     7.1896e-02        -2.57       1.000          64.4
  50      5.9005e+00     7.2729e-02        -3.12       0.999          68.0
  51      3.8562e+00     7.3533e-02        -3.87       1.000          72.5
  52      2.4573e+00     7.5651e-02        -4.26       0.999          78.3
  53      1.5252e+00     7.7372e-02        -5.02       1.000          87.5
  54      9.2196e-01     8.0518e-02        -5.17       1.000          98.8
  55      5.4349e-01     8.3492e-02        -4.87       1.000         114.0
  56      3.1344e-01     8.6063e-02        -4.09       1.000         135.4
  57      1.7783e-01     8.7736e-02        -3.52       1.000         166.4
  58      1.0000e-01     8.8848e-02        -3.38       0.999         205.7

