File.......:  nimh1-0100-3 - AUG,02.2023

System.....:  NiMH1 2000mAh
Potential..:  1.371V
Current....:  99.74mA
Temperature:  -0.6 +-0.0 C
Time.......:  11:20:02 - 11:25:24
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.2225e-02         7.60       1.000           0.0
   2      1.7128e+03     7.2718e-02        10.23       1.000           1.7
   3      2.2806e+03     7.3686e-02        13.61       1.000           2.8
   4      3.0367e+03     7.5394e-02        17.93       0.999           3.8
   5      4.0433e+03     7.8434e-02        23.26       1.000           4.9
   6      5.3837e+03     8.3425e-02        29.49       1.000           6.0
   7      7.1684e+03     9.1653e-02        36.62       1.000           7.0
   8      9.5446e+03     1.0428e-01        44.01       0.998           8.1
   9      1.2709e+04     1.2283e-01        50.95       0.999           9.1
  10      1.6922e+04     1.4908e-01        57.19       1.000          10.2
  11      2.2531e+04     1.8479e-01        62.53       1.000          11.3
  12      3.0000e+04     2.3231e-01        67.17       1.000          12.5
  13      2.2531e+04     1.8444e-01        62.76       0.999          13.6
  14      1.6922e+04     1.4902e-01        57.09       0.999          14.8
  15      1.2709e+04     1.2280e-01        50.93       0.999          16.0
  16      9.5446e+03     1.0428e-01        43.90       0.999          17.1
  17      7.1684e+03     9.1698e-02        36.61       0.999          18.1
  18      5.3837e+03     8.3493e-02        29.50       1.000          19.2
  19      4.0433e+03     7.8449e-02        23.28       0.999          20.3
  20      3.0367e+03     7.5470e-02        17.94       1.000          21.3
  21      2.2806e+03     7.3722e-02        13.60       1.000          22.4
  22      1.7128e+03     7.2773e-02        10.24       1.000          23.5
  23      1.2864e+03     7.2174e-02         7.64       1.000          24.5
  24      9.6613e+02     7.1939e-02         5.67       1.000          25.5
  25      7.2560e+02     7.1851e-02         4.13       1.000          26.6
  26      5.4495e+02     7.1845e-02         2.98       1.000          27.6
  27      4.0928e+02     7.1913e-02         1.71       1.000          29.5
  28      3.0738e+02     7.2036e-02         1.22       0.999          31.5
  29      2.3085e+02     7.2168e-02         0.64       0.999          33.1
  30      1.7338e+02     7.2238e-02         0.11       1.000          34.6
  31      1.3021e+02     7.2208e-02        -0.16       0.999          36.2
  32      9.7794e+01     7.2627e-02        -0.52       0.999          37.9
  33      7.3447e+01     7.2696e-02        -0.81       1.000          39.6
  34      5.4991e+01     7.2911e-02        -0.84       1.000          41.3
  35      4.0675e+01     7.3350e-02        -1.26       1.000          43.2
  36      2.9692e+01     7.3418e-02        -1.28       0.999          45.3
  37      2.1366e+01     7.3955e-02        -1.71       1.000          47.5
  38      1.5137e+01     7.4472e-02        -2.03       1.000          50.0
  39      1.0545e+01     7.4883e-02        -2.23       0.999          52.8
  40      7.2118e+00     7.5282e-02        -2.80       0.998          56.2
  41      4.8357e+00     7.6452e-02        -2.80       0.999          60.2
  42      3.1743e+00     7.7593e-02        -4.07       0.999          65.4
  43      2.0373e+00     7.9366e-02        -3.83       0.999          72.1
  44      1.2772e+00     8.1909e-02        -4.98       1.000          82.6
  45      7.8169e-01     8.4748e-02        -4.99       1.000          96.2
  46      4.6733e-01     8.7624e-02        -4.52       1.000         116.4
  47      2.7337e-01     8.9919e-02        -3.69       1.000         143.4
  48      1.5697e-01     9.1502e-02        -3.38       1.000         182.8
  49      8.8914e-02     9.2823e-02        -3.04       0.999         234.9
  50      5.0000e-02     9.4030e-02        -3.75       1.000         299.8

