File.......:  nimh3-1000-2 - AUG,24.2023

System.....:  NiMH 3 2000mAh
Potential..:  1.160V
Current....:  -1.0035A
Temperature:  -0.8 +-0.0 C
Time.......:  13:20:03 - 13:25:24
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     8.3925e-02         6.23       1.000           0.0
   2      1.7128e+03     8.4312e-02         8.40       1.000           1.7
   3      2.2806e+03     8.5075e-02        11.19       1.000           2.8
   4      3.0367e+03     8.6456e-02        14.82       1.000           3.8
   5      4.0433e+03     8.8923e-02        19.35       0.999           4.9
   6      5.3837e+03     9.3048e-02        24.94       1.000           6.0
   7      7.1684e+03     9.9935e-02        31.41       1.000           7.0
   8      9.5446e+03     1.1076e-01        38.51       0.999           8.1
   9      1.2709e+04     1.2718e-01        45.62       0.999           9.1
  10      1.6922e+04     1.5075e-01        52.35       1.000          10.2
  11      2.2531e+04     1.8379e-01        58.28       0.999          11.3
  12      3.0000e+04     2.2814e-01        63.22       0.999          12.3
  13      2.2531e+04     1.8367e-01        58.28       0.999          13.4
  14      1.6922e+04     1.5082e-01        52.35       0.999          14.4
  15      1.2709e+04     1.2719e-01        45.64       0.999          15.5
  16      9.5446e+03     1.1073e-01        38.52       0.999          16.5
  17      7.1684e+03     9.9916e-02        31.37       1.000          17.6
  18      5.3837e+03     9.3049e-02        24.89       1.000          18.6
  19      4.0433e+03     8.8903e-02        19.32       0.999          19.7
  20      3.0367e+03     8.6442e-02        14.82       1.000          20.8
  21      2.2806e+03     8.5074e-02        11.20       1.000          21.9
  22      1.7128e+03     8.4298e-02         8.39       1.000          22.9
  23      1.2864e+03     8.3924e-02         6.23       1.000          24.0
  24      9.6613e+02     8.3734e-02         4.64       1.000          25.0
  25      7.2560e+02     8.3682e-02         3.39       1.000          26.0
  26      5.4495e+02     8.3687e-02         2.44       1.000          27.1
  27      4.0928e+02     8.3664e-02         1.43       1.000          28.9
  28      3.0738e+02     8.3764e-02         0.96       1.000          31.0
  29      2.3085e+02     8.3843e-02         0.52       1.000          32.5
  30      1.7338e+02     8.3926e-02         0.22       1.000          34.1
  31      1.3021e+02     8.4058e-02         0.02       1.000          35.7
  32      9.7794e+01     8.4145e-02        -0.30       1.000          37.3
  33      7.3447e+01     8.4376e-02        -0.41       1.000          39.0
  34      5.4991e+01     8.4469e-02        -0.47       1.000          40.8
  35      4.0675e+01     8.4646e-02        -0.59       1.000          42.7
  36      2.9692e+01     8.4884e-02        -0.76       1.000          44.7
  37      2.1366e+01     8.5156e-02        -0.86       1.000          47.0
  38      1.5137e+01     8.5486e-02        -1.01       1.000          49.4
  39      1.0545e+01     8.5909e-02        -1.10       1.000          52.3
  40      7.2118e+00     8.6330e-02        -1.44       1.000          55.6
  41      4.8357e+00     8.6960e-02        -1.22       1.000          59.7
  42      3.1743e+00     8.7552e-02        -1.19       1.000          64.8
  43      2.0373e+00     8.8145e-02        -1.05       1.000          71.6
  44      1.2772e+00     8.8572e-02        -1.00       1.000          82.1
  45      7.8169e-01     8.8933e-02        -0.85       1.000          95.6
  46      4.6733e-01     8.9234e-02        -0.96       1.000         115.9
  47      2.7337e-01     8.9733e-02        -0.98       1.000         142.9
  48      1.5697e-01     9.0197e-02        -1.24       1.000         182.3
  49      8.8914e-02     9.0885e-02        -1.46       1.000         234.3
  50      5.0000e-02     9.1663e-02        -1.70       1.000         299.2

