File.......:  nimh4-0200-1 - AUG,31.2023

System.....:  NiMH 4 2000mAh
Potential..:  1.238V
Current....:  -200.51mA
Temperature:  -0.7 +-0.0 C
Time.......:  11:50:08 - 11:55:27
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.7532e-02         6.74       1.000           0.0
   2      1.7128e+03     7.7960e-02         9.05       1.000           1.7
   3      2.2806e+03     7.8738e-02        12.08       1.000           2.7
   4      3.0367e+03     8.0207e-02        16.00       1.000           3.7
   5      4.0433e+03     8.2820e-02        20.84       1.000           4.7
   6      5.3837e+03     8.7298e-02        26.73       0.999           5.8
   7      7.1684e+03     9.4496e-02        33.46       1.000           6.8
   8      9.5446e+03     1.0582e-01        40.70       0.999           7.8
   9      1.2709e+04     1.2287e-01        47.77       1.000           8.8
  10      1.6922e+04     1.4705e-01        54.25       0.999           9.8
  11      2.2531e+04     1.8029e-01        59.88       1.000          10.8
  12      3.0000e+04     2.2503e-01        64.78       1.000          12.0
  13      2.2531e+04     1.8036e-01        59.91       0.999          13.4
  14      1.6922e+04     1.4697e-01        54.29       1.000          14.8
  15      1.2709e+04     1.2288e-01        47.76       1.000          15.8
  16      9.5446e+03     1.0584e-01        40.70       0.999          16.8
  17      7.1684e+03     9.4500e-02        33.45       1.000          17.9
  18      5.3837e+03     8.7240e-02        26.69       0.999          18.9
  19      4.0433e+03     8.2829e-02        20.85       1.000          19.9
  20      3.0367e+03     8.0213e-02        16.00       1.000          20.9
  21      2.2806e+03     7.8736e-02        12.08       1.000          21.9
  22      1.7128e+03     7.7939e-02         9.05       1.000          23.0
  23      1.2864e+03     7.7537e-02         6.71       1.000          24.0
  24      9.6613e+02     7.7370e-02         4.97       1.000          25.0
  25      7.2560e+02     7.7299e-02         3.61       1.000          26.0
  26      5.4495e+02     7.7326e-02         2.59       1.000          27.0
  27      4.0928e+02     7.7359e-02         1.55       1.000          28.8
  28      3.0738e+02     7.7414e-02         1.03       1.000          30.8
  29      2.3085e+02     7.7588e-02         0.52       0.999          32.3
  30      1.7338e+02     7.7696e-02         0.20       1.000          33.8
  31      1.3021e+02     7.7765e-02        -0.06       1.000          35.3
  32      9.7794e+01     7.8083e-02        -0.33       0.999          36.9
  33      7.3447e+01     7.8050e-02        -0.54       1.000          38.6
  34      5.4991e+01     7.8330e-02        -0.62       1.000          40.4
  35      4.0675e+01     7.8465e-02        -0.72       1.000          42.2
  36      2.9692e+01     7.8775e-02        -0.86       1.000          44.2
  37      2.1366e+01     7.9089e-02        -1.09       1.000          46.4
  38      1.5137e+01     7.9419e-02        -1.21       1.000          48.8
  39      1.0545e+01     7.9913e-02        -1.38       1.000          51.6
  40      7.2118e+00     8.0370e-02        -1.73       1.000          54.9
  41      4.8357e+00     8.1040e-02        -1.60       1.000          59.0
  42      3.1743e+00     8.1738e-02        -1.76       1.000          64.1
  43      2.0373e+00     8.2510e-02        -1.44       1.000          70.8
  44      1.2772e+00     8.3251e-02        -1.43       1.000          81.2
  45      7.8169e-01     8.3752e-02        -1.23       1.000          94.7
  46      4.6733e-01     8.4188e-02        -1.29       1.000         114.9
  47      2.7337e-01     8.4703e-02        -1.36       1.000         141.9
  48      1.5697e-01     8.5509e-02        -1.48       1.000         181.2
  49      8.8914e-02     8.6170e-02        -1.87       1.000         233.3
  50      5.0000e-02     8.7119e-02        -2.08       0.999         298.1

