File.......:  nimh2-1220-1 - AUG,24.2023

System.....:  NiMH 2 2000mAh
Potential..:  1.220V
Current....:  -163.7mA
Temperature:  -0.7 +-0.0 C
Time.......:  12:35:03 - 12:39:56
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.5881e-02         6.77       1.000           0.0
   2      1.7128e+03     7.6276e-02         9.14       1.000           1.6
   3      2.2806e+03     7.7048e-02        12.20       1.000           2.1
   4      3.0367e+03     7.8510e-02        16.16       1.000           2.7
   5      4.0433e+03     8.1054e-02        21.06       1.000           3.3
   6      5.3837e+03     8.5432e-02        27.01       0.999           3.8
   7      7.1684e+03     9.2596e-02        33.84       1.000           4.4
   8      9.5446e+03     1.0387e-01        41.17       0.999           4.9
   9      1.2709e+04     1.2076e-01        48.37       1.000           5.5
  10      1.6922e+04     1.4496e-01        54.96       0.999           6.1
  11      2.2531e+04     1.7837e-01        60.65       0.999           6.6
  12      3.0000e+04     2.2335e-01        65.40       1.000           7.2
  13      2.2531e+04     1.7836e-01        60.65       0.999           7.7
  14      1.6922e+04     1.4494e-01        54.95       1.000           8.3
  15      1.2709e+04     1.2075e-01        48.36       0.999           8.8
  16      9.5446e+03     1.0388e-01        41.17       0.999           9.4
  17      7.1684e+03     9.2603e-02        33.84       1.000           9.9
  18      5.3837e+03     8.5432e-02        27.02       1.000          10.5
  19      4.0433e+03     8.1058e-02        21.06       1.000          11.1
  20      3.0367e+03     7.8506e-02        16.17       1.000          11.6
  21      2.2806e+03     7.7052e-02        12.20       1.000          12.2
  22      1.7128e+03     7.6280e-02         9.14       1.000          12.7
  23      1.2864e+03     7.5883e-02         6.77       1.000          13.3
  24      9.6613e+02     7.5717e-02         5.01       1.000          13.8
  25      7.2560e+02     7.5668e-02         3.64       1.000          14.4
  26      5.4495e+02     7.5684e-02         2.60       1.000          14.9
  27      4.0928e+02     7.5686e-02         1.53       1.000          15.5
  28      3.0738e+02     7.5799e-02         0.98       1.000          16.0
  29      2.3085e+02     7.5894e-02         0.50       1.000          16.6
  30      1.7338e+02     7.6018e-02         0.15       1.000          17.1
  31      1.3021e+02     7.6186e-02        -0.07       1.000          17.7
  32      9.7794e+01     7.6290e-02        -0.41       1.000          18.3
  33      7.3447e+01     7.6475e-02        -0.55       1.000          19.0
  34      5.4991e+01     7.6686e-02        -0.59       1.000          20.5
  35      4.0675e+01     7.6903e-02        -0.74       1.000          22.4
  36      2.9692e+01     7.7115e-02        -0.91       1.000          23.9
  37      2.1366e+01     7.7409e-02        -1.05       1.000          25.6
  38      1.5137e+01     7.7785e-02        -1.21       1.000          27.6
  39      1.0545e+01     7.8214e-02        -1.37       1.000          29.9
  40      7.2118e+00     7.8700e-02        -1.77       1.000          32.8
  41      4.8357e+00     7.9405e-02        -1.61       1.000          36.3
  42      3.1743e+00     8.0134e-02        -1.67       1.000          41.0
  43      2.0373e+00     8.0924e-02        -1.49       1.000          47.2
  44      1.2772e+00     8.1550e-02        -1.47       1.000          57.0
  45      7.8169e-01     8.2085e-02        -1.28       1.000          70.0
  46      4.6733e-01     8.2521e-02        -1.41       1.000          89.8
  47      2.7337e-01     8.3124e-02        -1.51       1.000         116.3
  48      1.5697e-01     8.3807e-02        -1.80       1.000         155.2
  49      8.8914e-02     8.4642e-02        -2.15       1.000         206.7
  50      5.0000e-02     8.5789e-02        -2.74       1.000         271.1

