File.......:  nimh3-1000-1 - AUG,24.2023

System.....:  NiMH 3 2000mAh
Potential..:  1.171V
Current....:  -1.0033A
Temperature:  -0.8 +-0.0 C
Time.......:  13:10:02 - 13:15:23
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     8.4139e-02         6.25       1.000           0.0
   2      1.7128e+03     8.4537e-02         8.40       1.000           1.7
   3      2.2806e+03     8.5301e-02        11.21       1.000           2.8
   4      3.0367e+03     8.6691e-02        14.83       1.000           3.8
   5      4.0433e+03     8.9122e-02        19.35       1.000           4.9
   6      5.3837e+03     9.3312e-02        24.91       1.000           6.0
   7      7.1684e+03     1.0013e-01        31.40       0.999           7.0
   8      9.5446e+03     1.1094e-01        38.46       0.999           8.2
   9      1.2709e+04     1.2740e-01        45.55       1.000           9.4
  10      1.6922e+04     1.5111e-01        52.30       0.999          10.5
  11      2.2531e+04     1.8388e-01        58.15       0.999          11.6
  12      3.0000e+04     2.2860e-01        63.19       0.999          12.6
  13      2.2531e+04     1.8400e-01        58.21       0.999          13.6
  14      1.6922e+04     1.5103e-01        52.26       0.999          14.7
  15      1.2709e+04     1.2738e-01        45.58       0.999          15.8
  16      9.5446e+03     1.1101e-01        38.44       0.999          16.8
  17      7.1684e+03     1.0011e-01        31.34       1.000          17.9
  18      5.3837e+03     9.3282e-02        24.90       0.999          18.9
  19      4.0433e+03     8.9130e-02        19.34       0.999          20.0
  20      3.0367e+03     8.6672e-02        14.82       1.000          21.1
  21      2.2806e+03     8.5281e-02        11.19       1.000          22.1
  22      1.7128e+03     8.4508e-02         8.39       1.000          23.2
  23      1.2864e+03     8.4115e-02         6.24       1.000          24.2
  24      9.6613e+02     8.3936e-02         4.64       1.000          25.3
  25      7.2560e+02     8.3858e-02         3.41       1.000          26.3
  26      5.4495e+02     8.3847e-02         2.46       1.000          27.4
  27      4.0928e+02     8.3797e-02         1.44       1.000          29.2
  28      3.0738e+02     8.3921e-02         0.98       1.000          31.2
  29      2.3085e+02     8.3979e-02         0.53       1.000          32.8
  30      1.7338e+02     8.4077e-02         0.24       1.000          34.4
  31      1.3021e+02     8.4221e-02         0.04       1.000          35.9
  32      9.7794e+01     8.4294e-02        -0.24       1.000          37.6
  33      7.3447e+01     8.4475e-02        -0.41       1.000          39.3
  34      5.4991e+01     8.4595e-02        -0.45       1.000          41.1
  35      4.0675e+01     8.4791e-02        -0.58       1.000          43.0
  36      2.9692e+01     8.4984e-02        -0.74       1.000          45.0
  37      2.1366e+01     8.5271e-02        -0.85       1.000          47.2
  38      1.5137e+01     8.5582e-02        -0.96       1.000          49.7
  39      1.0545e+01     8.5989e-02        -1.08       1.000          52.5
  40      7.2118e+00     8.6398e-02        -1.41       1.000          55.9
  41      4.8357e+00     8.6993e-02        -1.15       1.000          60.0
  42      3.1743e+00     8.7559e-02        -1.15       1.000          65.1
  43      2.0373e+00     8.8141e-02        -0.95       1.000          71.9
  44      1.2772e+00     8.8557e-02        -0.95       1.000          82.3
  45      7.8169e-01     8.8888e-02        -0.81       1.000          95.9
  46      4.6733e-01     8.9171e-02        -0.93       1.000         116.2
  47      2.7337e-01     8.9635e-02        -0.93       1.000         143.2
  48      1.5697e-01     9.0116e-02        -1.12       1.000         182.6
  49      8.8914e-02     9.0750e-02        -1.31       1.000         234.6
  50      5.0000e-02     9.1556e-02        -1.57       1.000         299.5

