File.......:  nimh1-0100-2 - AUG,18.2023

System.....:  NiMH 1 2000mAh
Potential..:  1.264V
Current....:  -100.39mA
Temperature:  -0.7 +-0.0 C
Time.......:  14:05:03 - 14:10:24
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.7497e-02         6.69       1.000           0.0
   2      1.7128e+03     7.7969e-02         9.00       1.000           1.7
   3      2.2806e+03     7.8751e-02        12.04       1.000           2.8
   4      3.0367e+03     8.0219e-02        15.93       0.999           3.8
   5      4.0433e+03     8.2824e-02        20.74       1.000           4.9
   6      5.3837e+03     8.7231e-02        26.67       0.999           6.0
   7      7.1684e+03     9.4424e-02        33.37       0.999           7.0
   8      9.5446e+03     1.0573e-01        40.54       0.999           8.1
   9      1.2709e+04     1.2274e-01        47.64       1.000           9.1
  10      1.6922e+04     1.4690e-01        54.18       0.999          10.2
  11      2.2531e+04     1.8001e-01        59.74       0.999          11.3
  12      3.0000e+04     2.2459e-01        64.84       0.999          12.5
  13      2.2531e+04     1.7989e-01        60.07       0.999          13.6
  14      1.6922e+04     1.4682e-01        54.09       0.999          14.8
  15      1.2709e+04     1.2267e-01        47.71       1.000          16.0
  16      9.5446e+03     1.0580e-01        40.59       1.000          17.1
  17      7.1684e+03     9.4463e-02        33.41       0.999          18.1
  18      5.3837e+03     8.7243e-02        26.64       1.000          19.2
  19      4.0433e+03     8.2799e-02        20.84       1.000          20.3
  20      3.0367e+03     8.0198e-02        15.97       1.000          21.3
  21      2.2806e+03     7.8739e-02        12.04       1.000          22.4
  22      1.7128e+03     7.7952e-02         9.03       1.000          23.5
  23      1.2864e+03     7.7542e-02         6.70       1.000          24.5
  24      9.6613e+02     7.7362e-02         5.01       1.000          25.5
  25      7.2560e+02     7.7292e-02         3.64       1.000          26.6
  26      5.4495e+02     7.7267e-02         2.60       1.000          27.7
  27      4.0928e+02     7.7351e-02         1.51       0.999          29.5
  28      3.0738e+02     7.7341e-02         1.01       0.999          31.5
  29      2.3085e+02     7.7601e-02         0.52       0.999          33.1
  30      1.7338e+02     7.7635e-02         0.19       0.998          34.6
  31      1.3021e+02     7.7990e-02        -0.04       0.999          36.2
  32      9.7794e+01     7.7895e-02        -0.21       1.000          37.9
  33      7.3447e+01     7.8317e-02        -0.61       1.000          39.6
  34      5.4991e+01     7.8351e-02        -0.72       0.999          41.3
  35      4.0675e+01     7.8525e-02        -0.87       0.999          43.2
  36      2.9692e+01     7.8875e-02        -0.80       1.000          45.3
  37      2.1366e+01     7.9114e-02        -0.99       1.000          47.5
  38      1.5137e+01     7.9478e-02        -1.23       1.000          50.0
  39      1.0545e+01     7.9845e-02        -1.56       1.000          52.8
  40      7.2118e+00     8.0500e-02        -1.89       1.000          56.2
  41      4.8357e+00     8.1390e-02        -1.69       1.000          60.2
  42      3.1743e+00     8.2138e-02        -1.92       1.000          65.4
  43      2.0373e+00     8.3006e-02        -1.63       0.999          72.1
  44      1.2772e+00     8.3696e-02        -1.63       1.000          82.6
  45      7.8169e-01     8.4512e-02        -1.37       1.000          96.2
  46      4.6733e-01     8.4978e-02        -1.29       0.999         116.4
  47      2.7337e-01     8.5656e-02        -1.39       1.000         143.4
  48      1.5697e-01     8.5768e-02        -1.67       1.000         182.8
  49      8.8914e-02     8.6579e-02        -1.86       1.000         234.9
  50      5.0000e-02     8.8097e-02        -2.58       1.000         299.8

