File.......:  nimh1-1000-1 - AUG,18.2023

System.....:  NiMH 1 2000mAh
Potential..:  1.187V
Current....:  -1.0035A
Temperature:  -0.7 +-0.0 C
Time.......:  12:55:02 - 13:00:51
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.7411e-02         6.78       1.000           0.0
   2      1.7128e+03     7.7847e-02         9.11       1.000           1.7
   3      2.2806e+03     7.8673e-02        12.14       1.000           2.8
   4      3.0367e+03     8.0175e-02        16.03       0.999           3.8
   5      4.0433e+03     8.2761e-02        20.86       1.000           4.9
   6      5.3837e+03     8.7202e-02        26.74       1.000           6.0
   7      7.1684e+03     9.4421e-02        33.45       0.999           7.0
   8      9.5446e+03     1.0580e-01        40.62       0.999           8.2
   9      1.2709e+04     1.2274e-01        47.68       1.000           9.4
  10      1.6922e+04     1.4673e-01        54.23       0.999          10.5
  11      2.2531e+04     1.8017e-01        59.77       0.999          11.6
  12      3.0000e+04     2.2469e-01        64.47       1.000          12.6
  13      2.2531e+04     1.8000e-01        59.76       0.999          13.6
  14      1.6922e+04     1.4681e-01        54.14       1.000          14.7
  15      1.2709e+04     1.2268e-01        47.67       0.999          15.8
  16      9.5446e+03     1.0578e-01        40.62       0.999          16.8
  17      7.1684e+03     9.4434e-02        33.39       0.999          17.9
  18      5.3837e+03     8.7275e-02        26.68       0.999          18.9
  19      4.0433e+03     8.2751e-02        20.86       0.999          20.0
  20      3.0367e+03     8.0158e-02        16.02       1.000          21.1
  21      2.2806e+03     7.8667e-02        12.13       1.000          22.3
  22      1.7128e+03     7.7840e-02         9.11       1.000          23.5
  23      1.2864e+03     7.7414e-02         6.77       1.000          24.5
  24      9.6613e+02     7.7208e-02         5.03       1.000          25.6
  25      7.2560e+02     7.7123e-02         3.68       1.000          26.6
  26      5.4495e+02     7.7127e-02         2.65       1.000          27.7
  27      4.0928e+02     7.7129e-02         1.60       1.000          29.5
  28      3.0738e+02     7.7224e-02         1.06       1.000          31.5
  29      2.3085e+02     7.7292e-02         0.59       1.000          33.1
  30      1.7338e+02     7.7383e-02         0.23       1.000          34.6
  31      1.3021e+02     7.7521e-02         0.01       1.000          36.2
  32      9.7794e+01     7.7576e-02        -0.32       1.000          37.9
  33      7.3447e+01     7.7811e-02        -0.45       1.000          39.6
  34      5.4991e+01     7.7942e-02        -0.55       1.000          41.4
  35      4.0675e+01     7.8130e-02        -0.68       1.000          43.3
  36      2.9692e+01     7.8369e-02        -0.87       1.000          45.3
  37      2.1366e+01     7.8666e-02        -1.01       1.000          47.5
  38      1.5137e+01     7.8995e-02        -1.16       1.000          50.0
  39      1.0545e+01     7.9438e-02        -1.33       1.000          52.8
  40      7.2118e+00     7.9897e-02        -1.71       1.000          56.2
  41      4.8357e+00     8.0558e-02        -1.56       1.000          60.2
  42      3.1743e+00     8.1290e-02        -1.62       1.000          65.4
  43      2.0373e+00     8.2120e-02        -1.46       1.000          72.1
  44      1.2772e+00     8.2759e-02        -1.41       1.000          82.6
  45      7.8169e-01     8.3347e-02        -1.16       1.000          96.2
  46      4.6733e-01     8.3744e-02        -1.11       1.000         116.4
  47      2.7337e-01     8.4230e-02        -1.15       1.000         143.4
  48      1.5697e-01     8.4785e-02        -1.20       1.000         182.8
  49      8.8914e-02     8.5583e-02        -1.32       0.999         234.9
  50      5.0000e-02     8.6227e-02        -1.81       1.000         327.1

