File.......:  nimh4-0100-2 - AUG,31.2023

System.....:  NiMH 4 2000mAh
Potential..:  1.249V
Current....:  -100.39mA
Temperature:  -0.6 +-0.0 C
Time.......:  12:20:04 - 12:25:25
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.7769e-02         6.70       1.000           0.0
   2      1.7128e+03     7.8207e-02         9.03       1.000           1.7
   3      2.2806e+03     7.8983e-02        12.08       1.000           2.8
   4      3.0367e+03     8.0488e-02        15.97       0.999           3.8
   5      4.0433e+03     8.3053e-02        20.82       1.000           4.9
   6      5.3837e+03     8.7543e-02        26.72       1.000           6.0
   7      7.1684e+03     9.4840e-02        33.45       0.999           7.0
   8      9.5446e+03     1.0618e-01        40.58       1.000           8.1
   9      1.2709e+04     1.2317e-01        47.65       0.999           9.1
  10      1.6922e+04     1.4740e-01        54.20       0.999          10.2
  11      2.2531e+04     1.8112e-01        59.77       1.000          11.3
  12      3.0000e+04     2.2588e-01        64.79       0.999          12.5
  13      2.2531e+04     1.8086e-01        60.04       0.998          13.6
  14      1.6922e+04     1.4762e-01        54.17       0.999          14.8
  15      1.2709e+04     1.2331e-01        47.63       1.000          16.0
  16      9.5446e+03     1.0613e-01        40.70       0.999          17.1
  17      7.1684e+03     9.4876e-02        33.41       1.000          18.1
  18      5.3837e+03     8.7510e-02        26.67       1.000          19.2
  19      4.0433e+03     8.3096e-02        20.83       1.000          20.3
  20      3.0367e+03     8.0430e-02        15.98       1.000          21.3
  21      2.2806e+03     7.8977e-02        12.06       1.000          22.4
  22      1.7128e+03     7.8200e-02         9.03       1.000          23.5
  23      1.2864e+03     7.7823e-02         6.73       1.000          24.5
  24      9.6613e+02     7.7612e-02         4.93       1.000          25.5
  25      7.2560e+02     7.7509e-02         3.58       1.000          26.6
  26      5.4495e+02     7.7581e-02         2.59       1.000          27.7
  27      4.0928e+02     7.7612e-02         1.60       0.999          29.5
  28      3.0738e+02     7.7799e-02         1.00       1.000          31.5
  29      2.3085e+02     7.7918e-02         0.53       0.999          33.1
  30      1.7338e+02     7.7884e-02         0.08       0.999          34.6
  31      1.3021e+02     7.8072e-02        -0.02       1.000          36.2
  32      9.7794e+01     7.8355e-02        -0.41       1.000          37.9
  33      7.3447e+01     7.8443e-02        -0.49       0.999          39.6
  34      5.4991e+01     7.8553e-02        -0.53       1.000          41.3
  35      4.0675e+01     7.8779e-02        -0.77       0.999          43.2
  36      2.9692e+01     7.9289e-02        -0.96       1.000          45.3
  37      2.1366e+01     7.9258e-02        -1.12       1.000          47.5
  38      1.5137e+01     7.9745e-02        -1.14       1.000          50.0
  39      1.0545e+01     8.0054e-02        -1.43       1.000          52.8
  40      7.2118e+00     8.0634e-02        -1.76       1.000          56.2
  41      4.8357e+00     8.1326e-02        -1.78       1.000          60.2
  42      3.1743e+00     8.2110e-02        -1.91       1.000          65.4
  43      2.0373e+00     8.3146e-02        -1.72       1.000          72.1
  44      1.2772e+00     8.3858e-02        -1.49       1.000          82.6
  45      7.8169e-01     8.4452e-02        -1.36       1.000          96.2
  46      4.6733e-01     8.5094e-02        -1.32       1.000         116.4
  47      2.7337e-01     8.5526e-02        -1.51       0.999         143.4
  48      1.5697e-01     8.6268e-02        -1.58       0.999         182.8
  49      8.8914e-02     8.6728e-02        -1.75       0.999         234.9
  50      5.0000e-02     8.8285e-02        -2.43       1.000         299.8

