File.......:  nimh2-0500-1 - AUG,24.2023

System.....:  NiMH 2 2000mAh
Potential..:  1.208V
Current....:  -503.38mA
Temperature:  -0.7 +-0.0 C
Time.......:  11:29:51 - 11:36:50
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.5979e-02         6.80       1.000           0.0
   2      1.7128e+03     7.6362e-02         9.14       1.000           2.0
   3      2.2806e+03     7.7190e-02        12.20       1.000           3.2
   4      3.0367e+03     7.8649e-02        16.15       1.000           4.3
   5      4.0433e+03     8.1246e-02        21.05       0.999           5.5
   6      5.3837e+03     8.5433e-02        26.95       1.000           6.6
   7      7.1684e+03     9.2802e-02        33.73       0.999           7.8
   8      9.5446e+03     1.0406e-01        41.19       0.999           9.1
   9      1.2709e+04     1.2092e-01        48.37       0.999          10.4
  10      1.6922e+04     1.4497e-01        54.99       1.000          11.5
  11      2.2531e+04     1.7823e-01        60.68       1.000          12.7
  12      3.0000e+04     2.2333e-01        65.47       0.999          13.8
  13      2.2531e+04     1.7825e-01        60.67       1.000          14.9
  14      1.6922e+04     1.4520e-01        54.93       1.000          16.1
  15      1.2709e+04     1.2081e-01        48.27       0.999          17.2
  16      9.5446e+03     1.0404e-01        41.06       0.999          18.4
  17      7.1684e+03     9.2937e-02        33.78       1.000          19.5
  18      5.3837e+03     8.5675e-02        27.03       1.000          20.6
  19      4.0433e+03     8.1238e-02        21.03       1.000          21.8
  20      3.0367e+03     7.8616e-02        16.15       1.000          23.1
  21      2.2806e+03     7.7154e-02        12.21       0.999          24.5
  22      1.7128e+03     7.6391e-02         9.15       1.000          25.6
  23      1.2864e+03     7.5986e-02         6.79       1.000          26.7
  24      9.6613e+02     7.5806e-02         5.05       1.000          27.9
  25      7.2560e+02     7.5718e-02         3.69       1.000          29.0
  26      5.4495e+02     7.5728e-02         2.64       1.000          30.1
  27      4.0928e+02     7.5734e-02         1.60       1.000          32.0
  28      3.0738e+02     7.5824e-02         1.01       1.000          34.2
  29      2.3085e+02     7.6016e-02         0.54       1.000          35.8
  30      1.7338e+02     7.6022e-02         0.20       1.000          37.5
  31      1.3021e+02     7.6207e-02         0.00       1.000          39.1
  32      9.7794e+01     7.6303e-02        -0.35       1.000          40.8
  33      7.3447e+01     7.6438e-02        -0.49       1.000          42.6
  34      5.4991e+01     7.6584e-02        -0.53       1.000          44.5
  35      4.0675e+01     7.6837e-02        -0.63       1.000          46.5
  36      2.9692e+01     7.7065e-02        -0.83       1.000          48.6
  37      2.1366e+01     7.7361e-02        -0.99       1.000          50.9
  38      1.5137e+01     7.7684e-02        -1.11       1.000          53.5
  39      1.0545e+01     7.8057e-02        -1.27       1.000          56.4
  40      7.2118e+00     7.8567e-02        -1.61       1.000          59.8
  41      4.8357e+00     7.9189e-02        -1.43       1.000          64.0
  42      3.1743e+00     7.9805e-02        -1.46       1.000          69.2
  43      2.0373e+00     8.0446e-02        -1.26       1.000          77.7
  44      1.2772e+00     8.1013e-02        -1.23       1.000          94.4
  45      7.8169e-01     8.1534e-02        -1.03       1.000         114.7
  46      4.6733e-01     8.1899e-02        -1.17       1.000         135.0
  47      2.7337e-01     8.2379e-02        -1.17       1.000         175.9
  48      1.5697e-01     8.2709e-02        -1.44       1.000         215.3
  49      8.8914e-02     8.3540e-02        -1.76       1.000         304.8
  50      5.0000e-02     8.4584e-02        -2.01       1.000         397.2

