File.......:  nimh4-0100-1 - AUG,31.2023

System.....:  NiMH 4 2000mAh
Potential..:  1.249V
Current....:  -100.38mA
Temperature:  -0.7 +-0.0 C
Time.......:  12:10:07 - 12:15:28
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.7598e-02         6.68       1.000           0.0
   2      1.7128e+03     7.8057e-02         9.04       1.000           1.7
   3      2.2806e+03     7.8848e-02        12.05       1.000           2.8
   4      3.0367e+03     8.0345e-02        15.98       0.999           3.8
   5      4.0433e+03     8.2974e-02        20.83       0.999           4.9
   6      5.3837e+03     8.7366e-02        26.71       1.000           6.0
   7      7.1684e+03     9.4617e-02        33.36       0.999           7.0
   8      9.5446e+03     1.0606e-01        40.61       1.000           8.1
   9      1.2709e+04     1.2295e-01        47.70       1.000           9.1
  10      1.6922e+04     1.4717e-01        54.15       0.999          10.2
  11      2.2531e+04     1.8064e-01        59.74       0.999          11.3
  12      3.0000e+04     2.2493e-01        64.73       0.999          12.5
  13      2.2531e+04     1.8077e-01        59.75       1.000          13.8
  14      1.6922e+04     1.4739e-01        54.13       0.999          15.0
  15      1.2709e+04     1.2306e-01        47.71       0.999          16.0
  16      9.5446e+03     1.0593e-01        40.62       0.999          17.1
  17      7.1684e+03     9.4600e-02        33.38       0.999          18.1
  18      5.3837e+03     8.7293e-02        26.69       1.000          19.2
  19      4.0433e+03     8.2944e-02        20.83       1.000          20.3
  20      3.0367e+03     8.0344e-02        15.97       1.000          21.3
  21      2.2806e+03     7.8855e-02        12.08       1.000          22.4
  22      1.7128e+03     7.8071e-02         9.06       1.000          23.5
  23      1.2864e+03     7.7625e-02         6.71       1.000          24.5
  24      9.6613e+02     7.7495e-02         4.92       1.000          25.5
  25      7.2560e+02     7.7443e-02         3.62       1.000          26.6
  26      5.4495e+02     7.7373e-02         2.58       1.000          27.6
  27      4.0928e+02     7.7405e-02         1.55       0.999          29.5
  28      3.0738e+02     7.7516e-02         1.05       0.999          31.5
  29      2.3085e+02     7.7527e-02         0.57       0.999          33.1
  30      1.7338e+02     7.7755e-02         0.07       0.999          34.6
  31      1.3021e+02     7.7835e-02        -0.09       0.999          36.2
  32      9.7794e+01     7.8154e-02        -0.43       0.999          37.9
  33      7.3447e+01     7.8238e-02        -0.49       0.999          39.6
  34      5.4991e+01     7.8345e-02        -0.58       1.000          41.3
  35      4.0675e+01     7.8553e-02        -0.68       1.000          43.2
  36      2.9692e+01     7.8732e-02        -0.93       1.000          45.3
  37      2.1366e+01     7.9257e-02        -1.02       1.000          47.5
  38      1.5137e+01     7.9556e-02        -1.21       1.000          50.0
  39      1.0545e+01     8.0116e-02        -1.35       1.000          52.8
  40      7.2118e+00     8.0550e-02        -1.74       1.000          56.2
  41      4.8357e+00     8.1327e-02        -1.57       1.000          60.2
  42      3.1743e+00     8.1894e-02        -1.87       1.000          65.4
  43      2.0373e+00     8.2973e-02        -1.50       0.999          72.1
  44      1.2772e+00     8.3652e-02        -1.59       1.000          82.6
  45      7.8169e-01     8.4219e-02        -1.36       0.999          96.2
  46      4.6733e-01     8.4804e-02        -1.51       1.000         116.4
  47      2.7337e-01     8.5459e-02        -1.37       1.000         143.4
  48      1.5697e-01     8.5901e-02        -1.68       0.999         182.8
  49      8.8914e-02     8.7183e-02        -1.68       0.999         234.9
  50      5.0000e-02     8.7856e-02        -1.94       0.999         299.8

