File.......:  nimh3-0100-1 - AUG,24.2023

System.....:  NiMH 3 2000mAh
Potential..:  1.237V
Current....:  -100.4mA
Temperature:  -0.7 +-0.0 C
Time.......:  14:10:04 - 14:15:25
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     8.3296e-02         6.21       1.000           0.0
   2      1.7128e+03     8.3604e-02         8.40       1.000           1.7
   3      2.2806e+03     8.4414e-02        11.30       1.000           2.8
   4      3.0367e+03     8.5797e-02        14.93       1.000           3.8
   5      4.0433e+03     8.8291e-02        19.45       0.999           4.9
   6      5.3837e+03     9.2362e-02        25.05       0.999           6.0
   7      7.1684e+03     9.9296e-02        31.55       0.999           7.0
   8      9.5446e+03     1.1019e-01        38.73       0.999           8.1
   9      1.2709e+04     1.2661e-01        45.94       0.999           9.1
  10      1.6922e+04     1.5008e-01        52.61       1.000          10.2
  11      2.2531e+04     1.8332e-01        58.43       1.000          11.3
  12      3.0000e+04     2.2797e-01        63.80       0.999          12.5
  13      2.2531e+04     1.8318e-01        58.72       0.998          13.6
  14      1.6922e+04     1.5048e-01        52.61       0.999          14.8
  15      1.2709e+04     1.2667e-01        45.92       0.999          16.0
  16      9.5446e+03     1.1025e-01        38.75       0.999          17.1
  17      7.1684e+03     9.9307e-02        31.63       1.000          18.1
  18      5.3837e+03     9.2341e-02        25.10       1.000          19.2
  19      4.0433e+03     8.8283e-02        19.47       0.999          20.3
  20      3.0367e+03     8.5767e-02        14.94       1.000          21.3
  21      2.2806e+03     8.4414e-02        11.29       1.000          22.4
  22      1.7128e+03     8.3682e-02         8.43       1.000          23.5
  23      1.2864e+03     8.3273e-02         6.26       1.000          24.5
  24      9.6613e+02     8.3150e-02         4.66       1.000          25.5
  25      7.2560e+02     8.3097e-02         3.37       1.000          26.6
  26      5.4495e+02     8.3103e-02         2.43       1.000          27.7
  27      4.0928e+02     8.3110e-02         1.53       1.000          29.5
  28      3.0738e+02     8.3321e-02         0.97       0.999          31.5
  29      2.3085e+02     8.3273e-02         0.53       0.999          33.1
  30      1.7338e+02     8.3511e-02         0.23       0.999          34.6
  31      1.3021e+02     8.3651e-02         0.03       1.000          36.2
  32      9.7794e+01     8.3900e-02        -0.35       0.999          37.9
  33      7.3447e+01     8.3852e-02        -0.39       1.000          39.6
  34      5.4991e+01     8.4126e-02        -0.57       0.999          41.4
  35      4.0675e+01     8.4152e-02        -0.60       1.000          43.2
  36      2.9692e+01     8.4468e-02        -0.75       1.000          45.3
  37      2.1366e+01     8.4714e-02        -0.97       0.999          47.5
  38      1.5137e+01     8.5198e-02        -0.95       0.999          50.0
  39      1.0545e+01     8.5534e-02        -1.28       0.999          52.8
  40      7.2118e+00     8.5819e-02        -1.66       0.999          56.2
  41      4.8357e+00     8.6731e-02        -1.34       1.000          60.2
  42      3.1743e+00     8.7377e-02        -1.55       1.000          65.4
  43      2.0373e+00     8.8234e-02        -1.33       1.000          72.1
  44      1.2772e+00     8.8732e-02        -1.21       1.000          82.6
  45      7.8169e-01     8.9391e-02        -1.14       1.000          96.2
  46      4.6733e-01     8.9976e-02        -1.28       0.999         116.4
  47      2.7337e-01     9.0181e-02        -1.20       1.000         143.4
  48      1.5697e-01     9.0774e-02        -1.61       0.999         182.8
  49      8.8914e-02     9.1670e-02        -1.87       1.000         234.9
  50      5.0000e-02     9.2590e-02        -2.18       0.998         299.8

