File.......:  nimh3-1220-1 - AUG,24.2023

System.....:  NiMH 3 2000mAh
Potential..:  1.220V
Current....:  -236.69mA
Temperature:  -0.7 +-0.0 C
Time.......:  14:27:10 - 14:32:02
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     8.3122e-02         6.29       1.000           0.0
   2      1.7128e+03     8.3515e-02         8.48       1.000           1.2
   3      2.2806e+03     8.4252e-02        11.32       1.000           1.8
   4      3.0367e+03     8.5654e-02        15.02       1.000           2.3
   5      4.0433e+03     8.8104e-02        19.59       1.000           2.9
   6      5.3837e+03     9.2307e-02        25.21       1.000           3.5
   7      7.1684e+03     9.9245e-02        31.74       0.999           4.0
   8      9.5446e+03     1.1021e-01        38.89       1.000           4.6
   9      1.2709e+04     1.2673e-01        46.04       1.000           5.1
  10      1.6922e+04     1.5055e-01        52.74       0.999           5.7
  11      2.2531e+04     1.8370e-01        58.61       1.000           6.3
  12      3.0000e+04     2.2825e-01        63.60       1.000           6.8
  13      2.2531e+04     1.8368e-01        58.61       0.999           7.3
  14      1.6922e+04     1.5055e-01        52.73       0.999           7.9
  15      1.2709e+04     1.2673e-01        46.05       1.000           8.5
  16      9.5446e+03     1.1021e-01        38.89       0.999           9.0
  17      7.1684e+03     9.9242e-02        31.74       1.000           9.6
  18      5.3837e+03     9.2315e-02        25.21       1.000          10.1
  19      4.0433e+03     8.8096e-02        19.59       1.000          10.7
  20      3.0367e+03     8.5650e-02        15.01       1.000          11.3
  21      2.2806e+03     8.4254e-02        11.33       1.000          11.8
  22      1.7128e+03     8.3508e-02         8.49       1.000          12.4
  23      1.2864e+03     8.3119e-02         6.29       1.000          12.9
  24      9.6613e+02     8.2977e-02         4.67       1.000          13.5
  25      7.2560e+02     8.2923e-02         3.40       1.000          14.0
  26      5.4495e+02     8.2940e-02         2.43       1.000          14.6
  27      4.0928e+02     8.2930e-02         1.41       1.000          15.1
  28      3.0738e+02     8.3032e-02         0.92       1.000          15.7
  29      2.3085e+02     8.3110e-02         0.46       1.000          16.2
  30      1.7338e+02     8.3255e-02         0.15       1.000          16.8
  31      1.3021e+02     8.3406e-02        -0.06       1.000          17.3
  32      9.7794e+01     8.3521e-02        -0.37       1.000          17.9
  33      7.3447e+01     8.3696e-02        -0.50       1.000          18.6
  34      5.4991e+01     8.3907e-02        -0.53       1.000          20.1
  35      4.0675e+01     8.4099e-02        -0.65       1.000          22.0
  36      2.9692e+01     8.4350e-02        -0.82       1.000          23.5
  37      2.1366e+01     8.4624e-02        -0.96       1.000          25.3
  38      1.5137e+01     8.4985e-02        -1.06       1.000          27.2
  39      1.0545e+01     8.5456e-02        -1.27       1.000          29.6
  40      7.2118e+00     8.5928e-02        -1.64       1.000          32.4
  41      4.8357e+00     8.6624e-02        -1.51       1.000          36.0
  42      3.1743e+00     8.7337e-02        -1.48       1.000          40.6
  43      2.0373e+00     8.8063e-02        -1.40       1.000          46.9
  44      1.2772e+00     8.8767e-02        -1.32       1.000          56.6
  45      7.8169e-01     8.9214e-02        -1.16       1.000          69.7
  46      4.6733e-01     8.9661e-02        -1.25       1.000          89.4
  47      2.7337e-01     9.0254e-02        -1.33       1.000         115.9
  48      1.5697e-01     9.0864e-02        -1.56       1.000         154.8
  49      8.8914e-02     9.1704e-02        -1.86       1.000         206.4
  50      5.0000e-02     9.2719e-02        -2.37       1.000         270.8

