File.......:  nimh2-1000-2 - AUG,24.2023

System.....:  NiMH 2 2000mAh
Potential..:  1.165V
Current....:  -1.0033A
Temperature:  -0.7 +-0.0 C
Time.......:  11:20:02 - 11:25:51
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.6094e-02         6.80       1.000           0.0
   2      1.7128e+03     7.6502e-02         9.15       1.000           1.9
   3      2.2806e+03     7.7299e-02        12.20       1.000           2.9
   4      3.0367e+03     7.8766e-02        16.13       1.000           4.0
   5      4.0433e+03     8.1358e-02        20.99       1.000           5.0
   6      5.3837e+03     8.5693e-02        26.95       1.000           6.1
   7      7.1684e+03     9.2813e-02        33.75       1.000           7.2
   8      9.5446e+03     1.0408e-01        41.03       0.999           8.4
   9      1.2709e+04     1.2090e-01        48.17       1.000           9.6
  10      1.6922e+04     1.4500e-01        54.78       0.999          10.6
  11      2.2531e+04     1.7827e-01        60.39       1.000          11.7
  12      3.0000e+04     2.2320e-01        65.14       0.999          12.7
  13      2.2531e+04     1.7824e-01        60.42       0.999          13.8
  14      1.6922e+04     1.4507e-01        54.77       0.999          14.8
  15      1.2709e+04     1.2088e-01        48.16       1.000          15.9
  16      9.5446e+03     1.0407e-01        40.98       1.000          17.0
  17      7.1684e+03     9.2855e-02        33.66       1.000          18.0
  18      5.3837e+03     8.5697e-02        26.89       1.000          19.1
  19      4.0433e+03     8.1322e-02        20.97       1.000          20.1
  20      3.0367e+03     7.8768e-02        16.13       1.000          21.3
  21      2.2806e+03     7.7305e-02        12.20       1.000          22.5
  22      1.7128e+03     7.6504e-02         9.16       1.000          23.6
  23      1.2864e+03     7.6083e-02         6.80       1.000          24.6
  24      9.6613e+02     7.5889e-02         5.05       1.000          25.7
  25      7.2560e+02     7.5823e-02         3.70       1.000          26.7
  26      5.4495e+02     7.5830e-02         2.65       1.000          27.8
  27      4.0928e+02     7.5842e-02         1.58       1.000          29.6
  28      3.0738e+02     7.5944e-02         1.03       1.000          31.7
  29      2.3085e+02     7.6009e-02         0.57       1.000          33.2
  30      1.7338e+02     7.6150e-02         0.24       1.000          34.8
  31      1.3021e+02     7.6261e-02         0.00       1.000          36.4
  32      9.7794e+01     7.6412e-02        -0.27       1.000          38.0
  33      7.3447e+01     7.6561e-02        -0.47       1.000          39.7
  34      5.4991e+01     7.6660e-02        -0.51       1.000          41.5
  35      4.0675e+01     7.6871e-02        -0.65       1.000          43.4
  36      2.9692e+01     7.7173e-02        -0.83       1.000          45.4
  37      2.1366e+01     7.7460e-02        -0.97       1.000          47.6
  38      1.5137e+01     7.7767e-02        -1.08       1.000          50.1
  39      1.0545e+01     7.8184e-02        -1.24       1.000          53.0
  40      7.2118e+00     7.8645e-02        -1.60       1.000          56.3
  41      4.8357e+00     7.9275e-02        -1.39       1.000          60.4
  42      3.1743e+00     7.9878e-02        -1.38       1.000          65.5
  43      2.0373e+00     8.0524e-02        -1.24       1.000          72.3
  44      1.2772e+00     8.0976e-02        -1.16       1.000          82.7
  45      7.8169e-01     8.1380e-02        -0.97       1.000          96.3
  46      4.6733e-01     8.1705e-02        -1.06       1.000         116.6
  47      2.7337e-01     8.2173e-02        -1.11       1.000         143.6
  48      1.5697e-01     8.2720e-02        -1.31       1.000         183.0
  49      8.8914e-02     8.3379e-02        -1.52       1.000         235.0
  50      5.0000e-02     8.4064e-02        -2.03       1.000         327.3

