File.......:  nimh2-0100-1 - AUG,24.2023

System.....:  NiMH 2 2000mAh
Potential..:  1.233V
Current....:  -100.38mA
Temperature:  -0.7 +-0.0 C
Time.......:  12:15:31 - 12:20:53
Comment....:  
              
              
              
              
               
Impedance samples

Lines:   50
Columns: 5

Number   Frequency/Hz   impedance/Ohm   Phase/deg   Significance   Time/s 
   1      1.2864e+03     7.5975e-02         6.75       1.000           0.0
   2      1.7128e+03     7.6368e-02         9.14       1.000           1.7
   3      2.2806e+03     7.7165e-02        12.16       1.000           2.8
   4      3.0367e+03     7.8573e-02        16.10       1.000           3.8
   5      4.0433e+03     8.1129e-02        20.99       0.999           4.9
   6      5.3837e+03     8.5495e-02        26.93       0.999           6.0
   7      7.1684e+03     9.2764e-02        33.74       0.999           7.0
   8      9.5446e+03     1.0393e-01        41.05       1.000           8.1
   9      1.2709e+04     1.2069e-01        48.25       1.000           9.1
  10      1.6922e+04     1.4491e-01        54.84       1.000          10.2
  11      2.2531e+04     1.7833e-01        60.45       0.999          11.3
  12      3.0000e+04     2.2294e-01        65.62       0.999          12.5
  13      2.2531e+04     1.7808e-01        60.77       0.999          13.6
  14      1.6922e+04     1.4511e-01        54.82       0.999          14.8
  15      1.2709e+04     1.2097e-01        48.22       1.000          16.0
  16      9.5446e+03     1.0400e-01        41.11       0.999          17.1
  17      7.1684e+03     9.2664e-02        33.79       1.000          18.1
  18      5.3837e+03     8.5493e-02        26.93       1.000          19.2
  19      4.0433e+03     8.1140e-02        21.02       1.000          20.3
  20      3.0367e+03     7.8541e-02        16.14       1.000          21.3
  21      2.2806e+03     7.7156e-02        12.15       1.000          22.4
  22      1.7128e+03     7.6339e-02         9.10       1.000          23.5
  23      1.2864e+03     7.5942e-02         6.76       1.000          24.5
  24      9.6613e+02     7.5775e-02         4.99       1.000          25.5
  25      7.2560e+02     7.5763e-02         3.65       1.000          26.6
  26      5.4495e+02     7.5756e-02         2.64       1.000          27.7
  27      4.0928e+02     7.5611e-02         1.49       1.000          29.5
  28      3.0738e+02     7.5924e-02         0.91       1.000          31.5
  29      2.3085e+02     7.6082e-02         0.66       0.999          33.1
  30      1.7338e+02     7.6077e-02         0.10       0.999          34.6
  31      1.3021e+02     7.6372e-02         0.05       0.999          36.2
  32      9.7794e+01     7.6432e-02        -0.33       1.000          37.9
  33      7.3447e+01     7.6500e-02        -0.52       1.000          39.6
  34      5.4991e+01     7.6772e-02        -0.45       0.999          41.3
  35      4.0675e+01     7.7032e-02        -0.80       0.999          43.2
  36      2.9692e+01     7.7158e-02        -0.84       1.000          45.3
  37      2.1366e+01     7.7439e-02        -1.11       0.999          47.5
  38      1.5137e+01     7.7830e-02        -1.11       0.999          50.0
  39      1.0545e+01     7.8168e-02        -1.23       0.999          52.8
  40      7.2118e+00     7.8737e-02        -1.69       0.999          56.2
  41      4.8357e+00     7.9474e-02        -1.50       1.000          60.2
  42      3.1743e+00     8.0197e-02        -1.72       1.000          65.4
  43      2.0373e+00     8.1033e-02        -1.40       1.000          72.1
  44      1.2772e+00     8.1662e-02        -1.37       1.000          82.6
  45      7.8169e-01     8.2085e-02        -1.32       1.000          96.2
  46      4.6733e-01     8.2436e-02        -1.17       1.000         116.4
  47      2.7337e-01     8.2985e-02        -1.43       1.000         143.4
  48      1.5697e-01     8.3589e-02        -1.73       1.000         182.8
  49      8.8914e-02     8.4123e-02        -2.05       0.998         234.9
  50      5.0000e-02     8.5401e-02        -2.41       1.000         299.8

